alpha,arousal1,betha,theta,gamma,valence1,Stimuli(Visual),Response
3.24,0.309,2.75,3.7,1.26,-0.0358,Happy,Happy
3.15,0.318,2.69,3.66,1.18,-0.0311,Happy,Happy
3.14,0.318,2.51,3.41,1.18,-0.0348,Happy,Happy
3.11,0.322,2.42,3.11,1.14,-0.0559,Happy,Happy
3.06,0.327,2.29,3.06,1.03,-0.0635,Happy,Happy
3.01,0.332,2.45,3.17,1.1,-0.052,Happy,Happy
2.86,0.35,2.39,3.08,1.12,-0.0342,Happy,Happy
2.7,0.37,2.48,2.97,1.13,-0.0136,Happy,Happy
2.85,0.35,2.41,2.95,1.15,-0.0116,Happy,Happy
3.05,0.328,2.45,2.96,1.29,-0.0206,Happy,Happy
3.17,0.316,2.49,3.35,1.32,-0.0237,Happy,Happy
3.24,0.308,2.45,3.57,1.32,-0.0218,Happy,Happy
3.34,0.3,2.49,3.56,1.34,-0.0132,Happy,Happy
3.33,0.301,2.51,3.53,1.37,0.000217,Happy,Happy
3.29,0.304,2.53,3.5,1.4,0.011,Happy,Happy
3.3,0.303,2.76,3.47,2.26,0.00623,Happy,Happy
3.32,0.301,2.68,3.47,2.56,-0.0033,Happy,Happy
3.34,0.299,2.71,3.56,2.59,-0.00968,Happy,Happy
3.26,0.307,2.77,3.59,2.75,-0.0102,Happy,Happy
3.09,0.323,2.83,3.63,2.76,0.00111,Happy,Happy
2.9,0.345,2.87,3.62,2.77,0.0195,Happy,Happy
2.77,0.361,3.04,3.3,2.79,0.0327,Happy,Happy
2.55,0.392,3.11,3.15,2.82,0.0295,Happy,Happy
2.32,0.431,3.12,3.31,2.84,0.00933,Happy,Happy
2.22,0.451,3.15,3.4,2.82,-0.00291,Happy,Happy
2.16,0.462,3.24,3.41,2.77,-0.00253,Happy,Happy
2.16,0.463,3.17,3.42,2.28,0.0276,Happy,Happy
2.31,0.433,3.16,3.33,2.1,0.0753,Happy,Happy
2.65,0.377,3.18,3.24,2.05,0.0636,Happy,Happy
2.85,0.351,3.14,3.3,1.89,0.0482,Happy,Happy
2.93,0.341,3.11,3.27,1.85,0.0203,Happy,Happy
2.88,0.348,3.12,3.35,1.88,-0.00281,Happy,Happy
2.94,0.34,3.02,3.42,1.77,-0.000392,Happy,Happy
3.12,0.321,2.93,3.46,1.83,-0.00563,Happy,Happy
3.2,0.312,2.94,3.44,1.81,-0.0105,Happy,Happy
3.29,0.304,3.04,3.45,2.19,-0.00711,Happy,Happy
3.34,0.299,2.89,3.51,2.28,-0.00413,Happy,Happy
