alpha,arousal1,beta,theta,gamma,valence1,Stimuli (Audio),Response
6.06,0.17,6.54,4.38,6.01,-0.01,Happy,Happy
5.89,0.17,5.99,4.49,5.71,-0.01,Happy,Happy
5.59,0.18,5.77,4.56,5.77,-0.02,Happy,Happy
5.16,0.19,5.99,4.53,5.99,-0.02,Happy,Happy
4.67,0.21,6.14,4.35,6.11,-0.03,Happy,Happy
4.56,0.22,6.11,4.27,6.26,-0.03,Happy,Happy
4.55,0.22,6.01,4.43,6.26,-0.02,Happy,Happy
4.28,0.23,6.03,4.99,6.35,-0.02,Happy,Happy
4.33,0.23,5.98,5.74,6.34,-0.03,Happy,Happy
4.31,0.23,6,6.17,6.38,-0.03,Happy,Happy
4.18,0.24,6.13,6.29,6.32,-0.03,Happy,Happy
4.03,0.25,6.18,6.28,6.33,-0.04,Happy,Happy
3.93,0.25,6.27,6.27,6.32,-0.04,Happy,Happy
3.94,0.25,6.28,6.31,6.2,-0.04,Happy,Happy
3.95,0.25,6.13,6.35,6.01,-0.05,Happy,Happy
3.96,0.25,5.92,6.36,5.71,-0.05,Happy,Happy
3.81,0.26,5.89,6.38,5.62,-0.06,Happy,Happy
3.64,0.27,5.79,6.37,5.02,-0.07,Happy,Happy
3.46,0.29,5.74,6.2,4.88,-0.06,Happy,Happy
3.15,0.32,5.63,5.69,4.81,-0.01,Happy,Happy
3.2,0.31,5.64,5.09,4.64,0,Happy,Happy
3.18,0.31,5.52,4.96,4.85,-0.01,Happy,Happy
3.25,0.31,5.44,5.02,4.81,-0.01,Happy,Happy
3.26,0.31,5.09,4.94,4.78,-0.01,Happy,Happy
3.18,0.31,5.03,4.71,4.75,0.01,Happy,Happy
3.27,0.31,4.99,4.52,4.88,0.04,Happy,Happy
3.46,0.29,4.98,4.41,4.91,0.04,Happy,Happy
3.55,0.28,4.99,4.41,4.9,0.04,Happy,Happy
3.59,0.28,5.01,4.49,4.94,0.04,Happy,Happy
3.58,0.28,5.01,4.5,4.94,0.04,Happy,Happy
3.52,0.28,4.98,4.36,4.9,0.03,Happy,Happy
3.46,0.29,5.27,4.06,5.02,0.02,Happy,Happy
3.69,0.27,5.17,4.17,4.83,0.01,Happy,Happy
4.3,0.23,5.19,4.67,4.8,0.01,Happy,Happy
4.76,0.21,5.2,4.77,4.79,0.01,Happy,Happy
4.97,0.2,5.17,4.77,4.79,0,Happy,Happy
4.98,0.2,5.15,4.91,4.6,0,Happy,Happy
4.94,0.2,5.15,5.15,4.65,0,Happy,Happy
4.96,0.2,5.15,5.35,4.64,0,Happy,Happy
4.99,0.2,5.09,5.4,4.58,0,Happy,Happy
4.99,0.2,5.02,5.4,4.5,0,Happy,Happy
4.98,0.2,4.95,5.4,4.19,0,Happy,Happy
4.98,0.2,4.26,5.38,3.99,0,Happy,Happy
4.89,0.2,4.01,5.21,4.05,0,Happy,Happy
4.54,0.22,3.57,5.04,4.19,-0.01,Happy,Happy
3.98,0.25,3.8,5.02,4.24,-0.01,Happy,Happy
3.67,0.27,3.88,5.03,4.15,-0.02,Happy,Happy
3.62,0.28,4.37,4.87,4.26,-0.02,Happy,Happy
3.58,0.28,4.54,4.34,4.25,0,Happy,Happy
3.41,0.29,4.85,3.81,4.32,0,Happy,Happy
3.81,0.26,4.91,4.61,4.62,-0.01,Happy,Happy
4.17,0.24,5.67,5.29,4.81,-0.01,Happy,Happy
4.2,0.24,5.85,5.51,5.04,-0.01,Happy,Happy
4.58,0.22,6,5.73,5.19,-0.01,Happy,Happy
5.04,0.2,6.04,5.98,5.3,-0.01,Happy,Happy
5.27,0.19,6.13,6.22,5.29,-0.01,Happy,Happy
5.34,0.19,6.22,6.47,5.29,-0.01,Happy,Happy
5.4,0.19,6.26,6.64,5.33,-0.01,Happy,Happy
5.53,0.18,6.21,6.7,5.33,-0.01,Happy,Happy
5.64,0.18,6.23,6.72,5.3,-0.01,Happy,Happy
5.69,0.18,6.21,6.74,5.51,0,Happy,Happy
5.6,0.18,6.16,6.67,5.33,0,Happy,Happy
5.59,0.18,5.73,6.57,5.32,0,Happy,Happy
5.68,0.18,5.67,6.52,5.1,-0.01,Happy,Happy
5.58,0.18,5.5,6.44,5.09,-0.01,Happy,Happy
5.35,0.19,5.52,6.34,4.87,-0.01,Happy,Happy
5.23,0.19,5.28,6.14,4.85,-0.01,Happy,Happy
5.27,0.19,5.15,5.95,4.89,-0.01,Happy,Happy
5.18,0.19,5.16,6.08,4.94,-0.01,Happy,Happy
4.99,0.2,5.18,6.44,4.87,-0.02,Happy,Happy
4.92,0.2,5.09,6.79,4.91,-0.01,Happy,Happy
5.09,0.2,4.94,7,4.55,-0.01,Happy,Happy
5.19,0.19,4.89,7.09,4.52,-0.01,Happy,Happy
5.13,0.19,4.84,7.09,4.48,0,Happy,Happy
5.04,0.2,4.94,7.09,4.44,0,Happy,Happy
4.92,0.2,5.01,7.08,4.51,0.01,Happy,Happy
4.94,0.2,4.89,7.1,4.59,0.01,Happy,Happy
4.84,0.21,4.94,7.14,4.53,0.01,Happy,Happy
4.79,0.21,4.94,7.09,4.46,0.01,Happy,Happy
4.84,0.21,4.92,6.95,4.47,0.01,Happy,Happy
4.92,0.2,4.81,6.74,4.4,0.01,Happy,Happy
4.75,0.21,4.95,6.38,4.27,0.01,Happy,Happy
4.39,0.23,4.99,5.98,4.36,0.01,Happy,Happy
4.37,0.23,5.17,6.04,4.51,0,Happy,Happy
4.53,0.22,5.24,6.27,4.63,0,Happy,Happy
4.65,0.21,5.23,6.39,4.72,0,Happy,Happy
4.79,0.21,5.17,6.39,4.66,-0.01,Happy,Happy
4.88,0.2,5.24,6.35,4.77,-0.01,Happy,Happy
4.92,0.2,5.34,6.43,4.79,-0.01,Happy,Happy
5.29,0.19,5.34,6.82,4.72,0,Happy,Happy
5.85,0.17,5.34,7.14,4.71,0.01,Happy,Happy
6.05,0.17,5.4,7.19,4.98,0.01,Happy,Happy
6.15,0.16,5.67,7.2,5.07,0.01,Happy,Happy
6.31,0.16,5.88,7.24,5.27,0.02,Happy,Happy
6.35,0.16,5.88,7.19,5.3,0.02,Happy,Happy
6.36,0.16,5.82,7.18,5.28,0.02,Happy,Happy
6.34,0.16,5.91,7.22,5.31,0.02,Happy,Happy
6.32,0.16,6.04,7.21,5.26,0.02,Happy,Happy
6.33,0.16,5.99,7.26,5.28,0.03,Happy,Happy
6.31,0.16,5.97,7.22,5.33,0.03,Happy,Happy
6.11,0.16,6.18,7.02,5.39,0.03,Happy,Happy
5.92,0.17,6.29,6.91,5.38,0.04,Happy,Happy
6.04,0.17,6.26,7.03,5.24,0.04,Happy,Happy
6.38,0.16,6.43,7.1,5.19,0.02,Happy,Happy
6.72,0.15,6.33,7.08,4.99,0.02,Happy,Happy
6.88,0.15,6.37,7.2,4.89,0.02,Happy,Happy
3.38,0.3,4.46,3.83,4.56,0,Calm,Calm
3.44,0.29,4.58,4.1,4.61,0,Calm,Calm
3.52,0.28,4.73,4.15,4.58,0.02,Calm,Calm
3.68,0.27,4.75,4.24,4.59,0.02,Calm,Calm
3.68,0.27,4.63,4.5,4.52,0.02,Calm,Calm
3.64,0.27,4.62,4.61,4.55,0.02,Calm,Calm
3.63,0.28,4.79,4.58,4.56,0.01,Calm,Calm
3.65,0.27,4.79,4.53,4.46,0,Calm,Calm
3.67,0.27,4.8,4.51,4.51,0,Calm,Calm
3.72,0.27,4.86,4.52,4.29,0,Calm,Calm
3.66,0.27,4.94,4.54,4.29,0,Calm,Calm
3.53,0.28,4.83,4.41,4.33,-0.01,Calm,Calm
3.52,0.28,4.86,4.23,4.57,-0.01,Calm,Calm
3.51,0.28,5.44,4.38,5.68,0,Calm,Calm
3.57,0.28,5.57,4.8,5.77,-0.01,Calm,Calm
4.16,0.24,5.91,5.59,5.87,0,Calm,Calm
4.69,0.21,6.04,6.08,5.89,0.02,Calm,Calm
4.78,0.21,6.09,6.18,5.96,0.03,Calm,Calm
5.04,0.2,6.13,6.17,5.98,0.01,Calm,Calm
5.3,0.19,6.18,6.18,5.99,0.01,Calm,Calm
5.37,0.19,6.22,6.18,6.03,0.01,Calm,Calm
5.38,0.19,6.22,6.18,6.04,0.01,Calm,Calm
5.41,0.19,6.22,6.21,6.06,0.01,Calm,Calm
5.41,0.18,6.12,6.24,6.02,0.01,Calm,Calm
5.38,0.19,5.93,6.22,5.63,0.01,Calm,Calm
5.31,0.19,5.88,6.08,5.59,0.01,Calm,Calm
5.07,0.2,5.43,5.57,5.55,0.01,Calm,Calm
4.89,0.2,5.45,4.91,5.58,0,Calm,Calm
4.89,0.2,5.25,5.03,5.51,0,Calm,Calm
4.52,0.22,5.27,5.24,5.53,0.02,Calm,Calm
3.89,0.26,5.18,5.3,5.57,0.03,Calm,Calm
3.63,0.28,5,5.33,5.62,0.04,Calm,Calm
3.65,0.27,5.01,5.32,5.64,0.04,Calm,Calm
3.65,0.27,5.05,5.29,5.58,0.03,Calm,Calm
3.66,0.27,5.07,5.25,5.48,0.02,Calm,Calm
3.64,0.27,5.07,5.22,5.43,0.02,Calm,Calm
3.63,0.28,5,5.22,5.37,0.02,Calm,Calm
3.58,0.28,4.87,5.17,5.34,0.02,Calm,Calm
3.34,0.3,4.93,4.92,5.31,-0.01,Calm,Calm
3.2,0.31,4.9,4.45,5.27,-0.02,Calm,Calm
3.22,0.31,4.75,3.95,5,-0.02,Calm,Calm
3.22,0.31,4.74,3.71,4.91,-0.02,Calm,Calm
3.14,0.32,4.66,3.63,4.78,-0.03,Calm,Calm
2.89,0.35,4.74,3.3,4.76,-0.04,Calm,Calm
2.59,0.39,4.62,3.04,4.78,-0.05,Calm,Calm
2.72,0.37,4.64,3.23,4.66,-0.07,Calm,Calm
3.02,0.33,4.56,3.68,4.3,-0.06,Calm,Calm
3.08,0.32,4.47,3.96,4.21,-0.06,Calm,Calm
3.1,0.32,4.52,3.98,4.2,-0.04,Calm,Calm
3.13,0.32,4.36,4.02,4.31,0,Calm,Calm
3.09,0.32,4.44,4.07,4.23,0.03,Calm,Calm
3.09,0.32,4.45,4.05,4.22,0.06,Calm,Calm
3.18,0.31,4.43,4,4.21,0.07,Calm,Calm
3.27,0.31,4.56,4.01,4.4,0.07,Calm,Calm
3.38,0.3,4.59,4.08,4.34,0.07,Calm,Calm
3.47,0.29,4.73,4.39,4.27,0.06,Calm,Calm
3.38,0.3,4.65,4.72,4.26,0.07,Calm,Calm
3.22,0.31,4.75,4.87,4.31,0.07,Calm,Calm
3.33,0.3,4.9,4.83,4.43,0.04,Calm,Calm
3.54,0.28,5.41,4.91,4.68,0.04,Calm,Calm
3.9,0.26,5.44,5.04,4.66,0.02,Calm,Calm
4.08,0.25,5.49,5.1,4.8,0.01,Calm,Calm
4.08,0.25,5.58,5.19,4.91,0.01,Calm,Calm
4.05,0.25,5.61,5.24,4.87,0,Calm,Calm
4.07,0.25,5.56,5.25,4.83,-0.01,Calm,Calm
4.06,0.25,5.54,5.18,4.9,-0.01,Calm,Calm
4.02,0.25,5.53,4.98,4.92,-0.01,Calm,Calm
4.02,0.25,5.55,4.75,4.93,-0.01,Calm,Calm
4.02,0.25,5.52,4.66,4.93,0,Calm,Calm
3.97,0.25,5.34,4.59,4.77,0,Calm,Calm
3.77,0.26,4.96,4.32,4.62,-0.02,Calm,Calm
3.39,0.29,4.9,4.22,4.47,-0.05,Calm,Calm
3.22,0.31,4.81,4.25,4.25,-0.07,Calm,Calm
3.23,0.31,4.56,4.08,4.19,-0.08,Calm,Calm
3.15,0.32,4.37,3.94,4.1,-0.08,Calm,Calm
2.95,0.34,4.22,3.96,3.95,-0.09,Calm,Calm
2.93,0.34,4.33,3.91,4.11,-0.1,Calm,Calm
3.13,0.32,4.36,3.79,4.21,-0.11,Calm,Calm
3.17,0.32,4.36,3.77,4.17,-0.11,Calm,Calm
3.3,0.3,4.43,3.78,4.25,-0.08,Calm,Calm
3.63,0.28,4.44,3.77,4.15,-0.05,Calm,Calm
3.87,0.26,4.7,3.7,4.19,-0.04,Calm,Calm
3.85,0.26,4.78,3.61,4.42,-0.04,Calm,Calm
3.81,0.26,4.94,3.38,4.53,-0.04,Calm,Calm
3.87,0.26,5.03,3.21,4.58,-0.05,Calm,Calm
3.95,0.25,5.07,3.34,4.59,-0.04,Calm,Calm
4.04,0.25,5.04,3.43,4.58,-0.04,Calm,Calm
4.02,0.25,4.99,3.65,4.34,-0.03,Calm,Calm
4.05,0.25,5,3.94,4.31,-0.02,Calm,Calm
4.41,0.23,4.94,4.05,4.25,-0.01,Calm,Calm
4.66,0.21,4.9,4.06,4.21,0,Calm,Calm
4.66,0.21,4.87,4.18,4.1,0,Calm,Calm
4.66,0.21,4.81,4.55,4.12,0,Calm,Calm
4.85,0.21,4.83,5.54,4.26,0,Calm,Calm
4.98,0.2,5.39,6.76,4.32,0,Calm,Calm
4.99,0.2,5.36,7.52,4.27,0,Calm,Calm
4.99,0.2,5.34,7.82,4.27,-0.01,Calm,Calm
5.04,0.2,5.34,7.91,4.35,-0.01,Calm,Calm
5.07,0.2,5.32,7.95,4.37,-0.01,Calm,Calm
5.02,0.2,5.32,7.97,4.41,-0.01,Calm,Calm
4.86,0.21,5.31,7.99,4.43,-0.02,Calm,Calm
4.7,0.21,5.33,8,4.44,-0.01,Calm,Calm
4.73,0.21,5.27,8.02,4.45,-0.02,Calm,Calm
4.66,0.21,5.17,8.02,4.43,-0.02,Calm,Calm
4.46,0.22,4.77,7.95,3.82,-0.03,Calm,Calm
4.25,0.24,3.95,7.69,3.75,-0.04,Calm,Calm
4.23,0.24,4.02,7.07,3.79,-0.04,Calm,Calm
1.97,0.51,3.88,3.25,3.33,0.09,Agressive,
2.02,0.49,3.69,3.15,3.31,0.08,Agressive,
2.25,0.44,3.65,3.16,3.27,0.08,Agressive,
2.28,0.44,3.64,3.09,3.35,0.09,Agressive,
2.31,0.43,3.95,2.9,3.21,0.08,Agressive,
2.37,0.42,4.17,2.77,3.56,0.05,Agressive,
2.59,0.39,5.35,2.85,5.83,0,Agressive,
3.06,0.33,6.6,3.48,6.54,-0.02,Agressive,
3.27,0.31,7.03,4.05,6.59,-0.01,Agressive,
4.28,0.23,7.24,4.75,6.7,-0.05,Agressive,
5.73,0.17,7.33,5.91,6.73,-0.06,Agressive,
6.24,0.16,7.34,6.44,6.79,-0.05,Agressive,
6.3,0.16,7.38,6.56,6.82,-0.05,Agressive,
6.33,0.16,7.4,6.67,6.88,-0.04,Agressive,
6.37,0.16,7.42,6.74,6.92,-0.04,Agressive,
6.39,0.16,7.43,6.78,6.93,-0.04,Agressive,
6.39,0.16,7.45,6.8,6.92,-0.04,Agressive,
6.39,0.16,7.21,6.79,6.39,-0.04,Agressive,
6.4,0.16,6.79,6.79,6.3,-0.04,Agressive,
6.42,0.16,6.54,6.76,6.15,-0.04,Agressive,
6.2,0.16,6.23,6.69,6.18,-0.04,Agressive,
5.52,0.18,6.27,6.36,6.23,-0.03,Agressive,
5.08,0.2,6.3,5.99,6.16,-0.02,Agressive,
5.14,0.19,6.34,5.69,6.22,-0.02,Agressive,
5.03,0.2,6.37,5.48,6.08,-0.02,Agressive,
4.95,0.2,6.32,5.45,6.05,-0.02,Agressive,
5.01,0.2,6.22,5.37,5.98,-0.02,Agressive,
5.06,0.2,6.17,5.31,5.89,-0.02,Agressive,
5.06,0.2,6.12,5.4,5.73,-0.03,Agressive,
5,0.2,6.1,5.6,5.42,-0.04,Agressive,
5.12,0.2,5.99,5.9,5.35,-0.04,Agressive,
5.12,0.2,5.89,6.42,5.12,-0.03,Agressive,
5.21,0.19,5.81,6.84,4.69,-0.04,Agressive,
5.53,0.18,5.89,7.01,4.5,-0.05,Agressive,
5.64,0.18,5.55,7.17,4.01,-0.06,Agressive,
5.69,0.18,5.57,7.32,4.03,-0.06,Agressive,
5.81,0.17,5.6,7.36,4.07,-0.06,Agressive,
5.85,0.17,5.84,7.58,4.17,-0.04,Agressive,
6.3,0.16,6.13,8.16,4.35,-0.03,Agressive,
6.81,0.15,6.25,8.35,4.59,-0.01,Agressive,
7.51,0.13,6.25,8.43,4.5,0,Agressive,
7.82,0.13,6.42,8.55,4.87,0,Agressive,
8.01,0.12,6.4,8.5,4.96,0,Agressive,
8.1,0.12,6.46,8.64,4.96,0,Agressive,
8.24,0.12,6.51,8.96,5.07,0,Agressive,
8.29,0.12,6.55,9.03,5.09,0,Agressive,
8.37,0.12,6.55,9.02,5.08,0,Agressive,
8.41,0.12,6.48,9.02,5.21,0,Agressive,
8.43,0.12,6.52,8.99,5.42,-0.01,Agressive,
8.43,0.12,6.44,8.95,5.48,-0.01,Agressive,
8.4,0.12,6.98,9.02,5.9,-0.01,Agressive,
8.27,0.12,7.14,9.04,5.91,-0.02,Agressive,
8.05,0.12,7.14,9.03,5.84,-0.03,Agressive,
7.98,0.13,7.32,9.16,6,-0.04,Agressive,
7.79,0.13,7.99,9.16,7.31,-0.04,Agressive,
7.73,0.13,8.12,9.14,7.32,-0.03,Agressive,
7.91,0.13,8.15,9.3,7.36,-0.03,Agressive,
8.13,0.12,8.17,9.68,7.4,-0.02,Agressive,
8.12,0.12,8.18,9.85,7.39,-0.02,Agressive,
8.1,0.12,8.2,9.87,7.72,-0.01,Agressive,
8.01,0.12,8.34,9.81,7.78,-0.01,Agressive,
8,0.13,8.3,9.79,7.91,0,Agressive,
7.99,0.13,8.32,9.83,8.02,0,Agressive,
8.05,0.12,8.33,9.8,8.04,0,Agressive,
8.05,0.12,8.29,9.7,7.83,0,Agressive,
8.04,0.12,8.08,9.6,7.74,0,Agressive,
7.9,0.13,8.26,9.57,7.84,0,Agressive,
7.48,0.13,8.33,9.25,7.84,0.01,Agressive,
7.14,0.14,8.39,8.57,7.96,0.02,Agressive,
7.05,0.14,8.47,8.14,8.01,0.02,Agressive,
7.07,0.14,8.39,8.08,7.74,0.02,Agressive,
6.95,0.14,8.37,7.98,7.82,0.02,Agressive,
6.67,0.15,8.33,7.67,7.55,0.01,Agressive,
6.4,0.16,8.26,7.09,7.51,0.01,Agressive,
5.98,0.17,8.25,6.18,7.47,0.01,Agressive,
5.87,0.17,8.22,5.32,7.47,0,Agressive,
5.89,0.17,7.94,5.2,7.4,0,Agressive,
5.81,0.17,7.63,5.19,7.29,0,Agressive,
5.61,0.18,7.51,5.02,7.24,0,Agressive,
5.69,0.18,7.43,5.18,7.24,0,Agressive,
5.92,0.17,7.71,5.16,7.4,0,Agressive,
6.34,0.16,7.71,4.97,7.48,0.01,Agressive,
6.6,0.15,7.68,5.05,7.37,0.02,Agressive,
6.74,0.15,7.68,5.54,7.36,0.01,Agressive,
6.85,0.15,7.68,5.73,7.38,0.01,Agressive,
6.9,0.14,7.67,5.75,7.39,0,Agressive,
6.89,0.15,7.67,5.73,7.3,0,Agressive,
6.91,0.14,7.68,5.7,7.21,0,Agressive,
6.94,0.14,7.64,5.83,7.19,0,Agressive,
6.96,0.14,7.53,5.91,7.09,0,Agressive,
6.98,0.14,7.04,5.82,6.86,0,Agressive,
6.83,0.15,6.85,5.82,6.71,0,Agressive,
6.48,0.15,6.81,5.74,6.55,-0.01,Agressive,
6.28,0.16,6.77,5.58,6.57,-0.02,Agressive,
6.15,0.16,6.69,5.59,6.57,-0.03,Agressive,
5.97,0.17,6.59,5.72,6.48,-0.02,Agressive,
5.9,0.17,6.52,5.77,6.53,-0.01,Agressive,
5.87,0.17,6.45,5.77,6.58,-0.02,Agressive,
5.7,0.18,6.34,5.79,6.58,-0.02,Agressive,
5.6,0.18,6.44,5.77,6.59,-0.02,Agressive,
5.52,0.18,6.44,5.79,6.51,-0.02,Agressive,
5.24,0.19,6.29,5.78,6.33,-0.03,Agressive,
5.29,0.19,6,5.79,6.19,-0.05,Agressive,
5.58,0.18,6.04,5.93,6.17,-0.06,Agressive,
5.71,0.18,6.12,6.03,6.08,-0.07,Agressive,
6.06,0.16,6.18,6.09,6.02,-0.09,Agressive,
6.32,0.16,6.48,6,6.37,-0.08,Agressive,
5.21,0.19,6.01,6.29,5.02,0.02,Happy,Happy
5.26,0.19,6.03,6.28,5.22,0.02,Happy,Happy
5.5,0.18,6.2,6.27,5.32,0.02,Happy,Happy
5.57,0.18,6.24,6.51,5.37,0.02,Happy,Happy
5.57,0.18,6.26,6.88,5.41,0.02,Happy,Happy
5.59,0.18,6.24,7.07,5.6,0.02,Happy,Happy
5.57,0.18,6.37,7.09,5.74,0.01,Happy,Happy
5.44,0.18,6.45,7.05,5.77,0.01,Happy,Happy
5.25,0.19,6.43,6.98,5.82,0,Happy,Happy
5.19,0.19,6.46,6.91,5.97,0,Happy,Happy
5.2,0.19,6.51,6.88,6,0,Happy,Happy
5.29,0.19,6.62,6.9,6.1,0,Happy,Happy
5.39,0.19,6.7,6.89,6.14,-0.01,Happy,Happy
5.35,0.19,6.59,6.83,6.15,-0.03,Happy,Happy
5.33,0.19,6.54,6.5,6.13,-0.03,Happy,Happy
5.34,0.19,6.59,5.9,6.15,-0.03,Happy,Happy
5.34,0.19,6.56,5.41,6.08,-0.04,Happy,Happy
5.28,0.19,6.43,4.93,6.02,-0.04,Happy,Happy
5.16,0.19,6.38,4.59,6.1,-0.05,Happy,Happy
5.15,0.19,6.39,4.56,6.24,-0.05,Happy,Happy
5.18,0.19,6.3,4.5,6.2,-0.05,Happy,Happy
5.19,0.19,6.21,3.94,6.15,-0.05,Happy,Happy
4.96,0.2,5.68,3.93,5.95,-0.06,Happy,Happy
4.29,0.23,5.52,3.97,5.99,-0.08,Happy,Happy
3.81,0.26,5.44,4.04,5.97,-0.06,Happy,Happy
3.78,0.26,5.5,4,6,-0.05,Happy,Happy
3.58,0.28,5.36,3.8,5.93,-0.04,Happy,Happy
3.45,0.29,5.16,3.87,5.91,-0.03,Happy,Happy
3.53,0.28,5.17,4,5.89,-0.03,Happy,Happy
3.59,0.28,5.24,4.04,5.85,-0.03,Happy,Happy
3.51,0.28,5.14,4,5.57,-0.01,Happy,Happy
3.41,0.29,5.23,3.96,5.74,-0.01,Happy,Happy
3.4,0.29,5.72,3.99,5.75,-0.01,Happy,Happy
3.39,0.29,5.82,4.32,5.67,0,Happy,Happy
3.62,0.28,5.88,4.51,5.81,-0.02,Happy,Happy
4.12,0.24,6,4.62,5.96,-0.01,Happy,Happy
4.41,0.23,6.04,5.14,5.93,0,Happy,Happy
4.7,0.21,6,5.67,5.94,0.01,Happy,Happy
4.91,0.2,6.01,5.91,6.03,0.01,Happy,Happy
4.92,0.2,6.01,5.96,6.06,0.02,Happy,Happy
4.9,0.2,6.07,5.96,6.09,0.02,Happy,Happy
4.91,0.2,6.06,5.97,6.09,0.01,Happy,Happy
4.9,0.2,5.98,5.98,5.96,0.01,Happy,Happy
5.04,0.2,5.81,5.96,5.98,0.02,Happy,Happy
5.38,0.19,5.99,6.04,6.03,0.02,Happy,Happy
5.58,0.18,6.08,6.16,5.81,0.02,Happy,Happy
5.55,0.18,5.96,6.2,5.72,0.02,Happy,Happy
5.46,0.18,5.92,6.05,5.68,0.02,Happy,Happy
5.32,0.19,5.92,5.7,5.6,0.02,Happy,Happy
5.22,0.19,5.87,5.41,5.42,0.02,Happy,Happy
5.21,0.19,5.86,5.31,5.34,0.02,Happy,Happy
5.22,0.19,5.76,5.32,5.24,0.02,Happy,Happy
5.21,0.19,5.78,5.33,5.14,0.01,Happy,Happy
5.2,0.19,5.67,5.33,5.11,0.01,Happy,Happy
5.05,0.2,5.59,5.17,4.88,0.01,Happy,Happy
4.4,0.23,4.88,4.91,4.45,0,Happy,Happy
3.54,0.28,4.7,4.83,4.34,-0.02,Happy,Happy
3.51,0.29,4.57,4.73,4.32,-0.02,Happy,Happy
3.79,0.26,4.5,4.67,4.36,-0.02,Happy,Happy
3.85,0.26,4.49,4.65,4.35,-0.02,Happy,Happy
3.85,0.26,4.47,4.71,4.25,-0.03,Happy,Happy
3.84,0.26,4.42,4.86,4.19,-0.03,Happy,Happy
3.74,0.27,4.38,4.87,4.15,-0.02,Happy,Happy
3.76,0.27,4.25,4.91,4.14,0,Happy,Happy
3.79,0.26,4.38,5.07,4.08,0,Happy,Happy
3.78,0.26,4.37,5.1,4.09,0,Happy,Happy
4.03,0.25,4.33,4.95,4.07,0,Happy,Happy
4.32,0.23,4.45,4.8,4.04,-0.01,Happy,Happy
4.36,0.23,4.54,4.95,4.37,0,Happy,Happy
4.36,0.23,4.56,5.07,4.65,0,Happy,Happy
4.55,0.22,4.67,5.15,4.66,0,Happy,Happy
4.68,0.21,4.8,5.25,4.67,0,Happy,Happy
4.74,0.21,4.83,5.46,4.65,0.01,Happy,Happy
4.8,0.21,4.86,5.77,4.59,0.01,Happy,Happy
4.82,0.21,4.83,5.98,4.45,0.01,Happy,Happy
4.8,0.21,4.68,6.03,4.36,0.01,Happy,Happy
4.77,0.21,4.65,6.02,4.37,0.01,Happy,Happy
4.63,0.22,4.71,6.04,4.36,0.02,Happy,Happy
4.49,0.22,4.53,6.05,4.37,0.02,Happy,Happy
4.5,0.22,4.79,6.04,3.64,0.02,Happy,Happy
4.4,0.23,4.76,6.09,3.64,0.02,Happy,Happy
4.39,0.23,4.65,6.09,3.8,0.03,Happy,Happy
4.31,0.23,4.61,6.01,3.87,0.03,Happy,Happy
4.2,0.24,4.57,5.95,3.91,0.02,Happy,Happy
4.16,0.24,4.6,5.78,3.96,0.02,Happy,Happy
4.14,0.24,4.65,5.44,3.99,0.01,Happy,Happy
4.18,0.24,4.7,5.32,4.02,0.01,Happy,Happy
4.2,0.24,4.68,5.58,3.99,0.01,Happy,Happy
4.29,0.23,4.8,5.85,4.08,0.03,Happy,Happy
4.33,0.23,4.82,5.95,4.07,0.06,Happy,Happy
4.26,0.23,4.55,5.91,3.98,0.05,Happy,Happy
4.15,0.24,4.59,5.83,3.75,0.03,Happy,Happy
4.08,0.25,4.67,5.85,3.78,0.02,Happy,Happy
4.22,0.24,4.84,5.91,3.55,0.01,Happy,Happy
4.15,0.24,4.97,5.84,3.57,0,Happy,Happy
4.22,0.24,5.15,5.76,3.92,0,Happy,Happy
4.32,0.23,5.33,5.76,3.98,0,Happy,Happy
4.46,0.22,5.43,5.72,4.02,0,Happy,Happy
4.61,0.22,5.39,5.52,4.06,-0.01,Happy,Happy
4.53,0.22,5.33,5.26,3.99,-0.03,Happy,Happy
4.47,0.22,5.33,5.2,4.02,-0.07,Happy,Happy
4.54,0.22,5.35,5.37,4.09,-0.09,Happy,Happy
4.51,0.22,5.39,5.37,4.12,-0.08,Happy,Happy
4.36,0.23,5.25,5.19,4.06,-0.07,Happy,Happy
4.32,0.23,5.14,5.14,4.08,-0.06,Happy,Happy
4.29,0.23,4.97,5.21,4.04,-0.06,Happy,Happy
4.01,0.25,4.69,5.8,4.29,-0.01,Agressive,Agressive
3.67,0.27,4.49,5.82,4.31,-0.02,Agressive,Agressive
3.51,0.28,4.17,5.79,4.18,-0.04,Agressive,Agressive
3.25,0.31,4.13,5.68,4.32,-0.04,Agressive,Agressive
3.14,0.32,4.18,5.49,4.34,-0.03,Agressive,Agressive
3.25,0.31,4.26,5.41,4.27,-0.03,Agressive,Agressive
3.41,0.29,4.65,5.39,4.38,-0.04,Agressive,Agressive
3.45,0.29,4.96,5.26,5.03,-0.04,Agressive,Agressive
3.56,0.28,5.82,5.2,5.66,-0.05,Agressive,Agressive
3.83,0.26,6.25,5.73,5.83,-0.01,Agressive,Agressive
4.04,0.25,6.56,6.72,5.96,0.03,Agressive,Agressive
4.63,0.22,6.69,7.32,6.01,0.07,Agressive,Agressive
4.84,0.21,6.77,7.53,6.02,0.08,Agressive,Agressive
4.86,0.21,6.78,7.61,6.13,0.08,Agressive,Agressive
4.83,0.21,6.8,7.65,6.17,0.09,Agressive,Agressive
4.82,0.21,6.85,7.66,6.24,0.09,Agressive,Agressive
