alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Agressive
3.02,0.332,3.18,3.46,1.83,-0.0682,Calm,Calm
3.09,0.324,3.23,3.45,1.89,-0.0697,Calm,Calm
3.07,0.326,2.95,3.58,1.65,-0.0726,Calm,Calm
2.97,0.337,2.88,3.79,1.62,-0.0791,Calm,Calm
2.95,0.339,2.89,3.88,1.61,-0.0771,Calm,Calm
2.96,0.338,2.97,3.9,1.65,-0.0841,Calm,Calm
2.92,0.343,3.01,3.79,1.68,-0.102,Calm,Calm
2.81,0.356,3.12,3.63,1.68,-0.101,Calm,Calm
2.86,0.349,3.12,3.68,1.66,-0.094,Calm,Calm
3.08,0.325,3.14,3.92,1.75,-0.0934,Calm,Calm
3.04,0.328,3.09,3.95,1.6,-0.095,Calm,Calm
2.99,0.334,3.07,3.97,1.58,-0.0893,Calm,Calm
3.08,0.325,3.07,4.08,1.6,-0.0679,Calm,Calm
3.22,0.311,3.07,4.02,1.64,-0.0458,Calm,Calm
3.32,0.301,3.13,3.86,1.75,-0.0393,Calm,Calm
3.34,0.3,3.38,3.85,1.89,-0.0397,Calm,Calm
3.35,0.299,3.3,3.96,1.9,-0.0425,Calm,Calm
3.36,0.298,3.32,4.01,2.06,-0.0434,Calm,Calm
3.32,0.301,3.23,4.04,2.16,-0.0421,Calm,Calm
3.17,0.316,3.15,4.01,2.17,-0.0317,Calm,Calm
3.14,0.318,3.26,3.86,2.2,-0.0147,Calm,Calm
3.29,0.304,3.24,3.79,2.22,-0.00328,Calm,Calm
3.35,0.299,3.38,3.75,2.31,0.0133,Calm,Calm
3.38,0.296,3.45,3.76,2.3,0.0317,Calm,Calm
3.48,0.288,3.44,4.01,2.3,0.0389,Calm,Calm
3.36,0.298,3.26,4.02,2.19,0.0499,Calm,Calm
3.38,0.296,3.27,4.05,2.13,0.0646,Calm,Calm
3.73,0.268,3.37,4.68,2.03,0.0591,Calm,Calm
4.11,0.244,3.33,5.26,1.94,0.0415,Calm,
3.76,0.266,2.79,2.99,2.28,0.0299,Calm,
3.84,0.261,2.99,3.41,2.28,0.0321,Calm,
3.97,0.252,2.98,3.45,2.26,0.0273,Calm,
4.22,0.237,3.25,3.5,2.22,0.0215,Calm,
4.42,0.226,3.32,3.65,2.06,0.0206,Calm,
4.52,0.221,3.44,3.64,2.13,0.0202,Calm,
4.58,0.218,3.43,3.64,2.14,0.0192,Calm,
4.52,0.221,3.36,3.66,2.07,0.0218,Calm,
4.43,0.226,3.39,3.7,2.21,0.0228,Calm,
4.4,0.227,3.48,3.84,2.01,0.0197,Calm,
4.38,0.229,3.49,3.84,2.01,0.015,Calm,
4.36,0.229,3.47,3.67,1.98,0.0106,Calm,
4.32,0.232,3.55,3.59,2,0.00957,Calm,
4.17,0.24,3.49,3.55,2,0.00735,Calm,
3.93,0.254,3.39,3.47,1.99,0.00413,Calm,
3.68,0.272,3.12,3.49,2.05,-0.000295,Calm,
3.35,0.298,3.11,3.57,2.05,-0.0177,Calm,
3.06,0.327,3.08,3.6,2.13,-0.0549,Calm,
2.98,0.335,3.05,3.64,1.95,-0.0757,Calm,
2.93,0.341,3.01,3.57,1.95,-0.0754,Calm,
2.77,0.361,3.26,3.48,2.07,-0.0712,Calm,
2.73,0.366,3.24,3.56,2.06,-0.0444,Calm,
2.79,0.358,3.15,3.69,2.18,-0.0242,Calm,
2.78,0.36,3.05,4.17,2.43,-0.0228,Calm,
2.87,0.349,3.07,4.41,2.53,-0.0137,Calm,
2.98,0.336,3.09,4.52,2.64,-0.00688,Calm,
3,0.334,3.13,4.72,2.68,-0.00356,Calm,
2.97,0.337,3.17,4.86,2.92,-0.000892,Calm,
2.9,0.345,3.33,4.96,3.03,0.00545,Calm,
2.85,0.351,3.44,5.11,3.25,0.0337,Calm,
3.06,0.327,3.4,5.21,3.29,0.055,Calm,
3.25,0.307,3.23,5.25,3.29,0.0598,Calm,
3.24,0.309,3.22,5.27,3.44,0.0629,Calm,
3.16,0.316,3.21,5.25,3.36,0.0543,Calm,
3.22,0.311,3.35,5.1,3.4,0.048,Calm,
3.17,0.315,3.44,5.03,3.34,0.0395,Calm,
3.16,0.317,3.42,5.02,3.32,0.0222,Calm,
3.19,0.314,3.35,4.91,3.23,0.014,Calm,
3.19,0.313,3.32,4.78,3.08,0.019,Calm,
3.25,0.308,3.15,4.57,3,0.0227,Calm,
3.28,0.305,3.16,4.31,2.7,0.0104,Calm,
3.14,0.318,3.6,4.24,2.69,-0.00356,Calm,
3.02,0.331,3.64,4.3,2.62,-0.0213,Calm,
3.03,0.331,3.66,4.35,2.25,-0.0253,Calm,
2.94,0.34,3.61,4.36,2.3,-0.0264,Calm,
2.84,0.352,3.55,4.68,2.07,-0.00447,Calm,
2.96,0.338,3.53,5.06,1.99,0.0552,Calm,
3.01,0.332,3.58,5.09,2.2,0.088,Calm,
3.16,0.316,3.62,5.08,2.29,0.0885,Calm,
3.28,0.305,3.6,5.11,2.25,0.0998,Calm,
3.3,0.303,3.62,5.11,2.14,0.107,Calm,
3.24,0.309,3.31,5.06,2.09,0.101,Calm,
3.25,0.308,3.12,5.03,2.07,0.0903,Calm,
3.27,0.306,3.07,4.98,2.12,0.0892,Calm,
3.27,0.306,3.29,4.93,2.24,0.0908,Calm,
3.26,0.307,3.29,4.85,2.17,0.0867,Calm,
3.13,0.32,3.32,4.49,2.2,0.0803,Calm,
2.96,0.338,3.3,4.05,2.2,0.0606,Calm,
2.75,0.364,3.25,4.13,1.91,0.0605,Calm,
2.58,0.388,3.27,4.12,1.95,0.0443,Calm,
2.27,0.44,3.34,3.98,2,-0.0205,Calm,
2.32,0.432,3.42,3.99,2.08,-0.0201,Calm,
2.54,0.394,3.38,4.12,2.09,0.00574,Calm,
2.73,0.366,3.29,4.21,2.04,0.0138,Calm,
3.2,0.313,3.31,4.51,1.94,0.0212,Calm,
3.46,0.289,3.08,5.01,1.79,0.021,Calm,
3.54,0.283,3.09,5.19,1.7,0.0182,Calm,
3.63,0.275,3.16,5.21,1.94,0.0188,Calm,
3.78,0.265,3.11,5.23,1.91,0.0197,Calm,
3.82,0.262,3,5.21,1.92,0.0197,Calm,
3.83,0.261,3,5.18,1.89,0.0212,Calm,
3.86,0.259,2.75,5.16,1.81,0.024,Calm,
3.82,0.262,2.7,5.12,1.69,0.0249,Calm,
3.76,0.266,2.94,5.08,2.02,0.0223,Calm,
3.63,0.275,3.06,5.04,2.15,0.0172,Calm,
3.41,0.293,3.07,4.74,2.13,0.0168,Calm,
3.17,0.315,3.05,4.28,2.14,0.0249,Calm,
3.16,0.316,2.93,4.38,2,0.0328,Calm,
2.99,0.335,2.91,4.46,1.89,0.0401,Calm,
2.76,0.362,2.96,4.42,1.87,0.0432,Calm,
2.76,0.363,3,4.43,1.89,0.0592,Calm,
2.67,0.374,3.15,4.52,2.08,0.0676,Calm,
3.19,0.313,3.23,4.88,2.09,0.0287,Calm,
3.78,0.264,3.3,5.06,2.17,0.00987,Calm,
3.96,0.253,3.04,5.07,1.92,0.00437,Calm,
3.93,0.254,3.03,5.15,1.81,0.003,Calm,
3.98,0.251,3.03,5.24,1.82,0.00516,Calm,
4.05,0.247,3.07,5.22,1.88,0.00648,Calm,
4.13,0.242,3.26,5.15,2.19,0.00757,Calm,
4.21,0.238,3.39,5.1,2.23,0.00705,Calm,
4.23,0.236,3.5,5.05,2.29,0.00644,Calm,
4.28,0.234,3.47,5.07,2.19,0.00591,Calm,
4.3,0.233,3.4,5.05,2.16,0.00578,Calm,
4.13,0.242,3.38,4.76,2.16,0.00961,Calm,
3.75,0.267,3.37,4.57,2.12,0.019,Calm,
3.65,0.274,3.42,4.42,2.13,0.0249,Calm,
3.74,0.267,3.45,4.01,2.18,0.0308,Calm,
3.73,0.268,3.42,3.77,2.18,0.0372,Calm,
3.6,0.278,3.37,4.18,2.03,0.0361,Calm,
3.41,0.293,3.09,4.64,1.86,0.0357,Calm,
3.31,0.302,2.91,4.75,1.79,0.0428,Calm,
3.32,0.301,3.12,4.75,1.8,0.0358,Calm,
3.36,0.297,3.25,4.71,1.79,0.0304,Calm,
3.56,0.281,3.35,4.68,1.72,0.0229,Calm,
3.74,0.267,3.43,4.66,1.76,0.0169,Calm,
3.77,0.266,3.35,4.67,1.65,0.0165,Calm,Happy
2.9,0.345,3.02,5.19,2.1,0.0496,Calm,Happy
2.93,0.342,3.02,5.2,1.89,0.0388,Calm,Happy
2.91,0.343,2.98,5.24,1.91,0.0276,Calm,Happy
2.94,0.34,3.19,5.22,2.03,-0.00474,Calm,Happy
3.02,0.331,3.26,5,2.03,-0.0461,Calm,Happy
3.05,0.328,3.33,4.72,2.12,-0.0713,Calm,Happy
3.1,0.322,3.31,4.78,2.22,-0.0846,Calm,Happy
3.09,0.324,3.08,5.19,2.21,-0.104,Calm,Happy
3.13,0.319,3.13,5.44,2.24,-0.0971,Calm,Happy
3.26,0.307,3.18,5.51,2.31,-0.0651,Calm,Happy
3.5,0.286,3.57,5.53,2.45,-0.0443,Calm,Happy
3.71,0.269,3.73,5.53,2.53,-0.0321,Calm,Happy
3.89,0.257,3.73,5.5,2.81,-0.0202,Calm,Happy
4.07,0.246,3.92,5.45,2.88,-0.0206,Calm,Happy
4.32,0.231,3.76,5.45,2.93,-0.0421,Calm,Happy
4.45,0.225,3.74,5.43,2.93,-0.0523,Calm,Happy
4.47,0.224,3.71,5.41,2.87,-0.053,Calm,Happy
4.47,0.224,3.85,5.22,2.84,-0.0509,Calm,Happy
4.46,0.224,3.84,4.82,2.88,-0.0508,Calm,Happy
4.43,0.226,3.89,4.63,2.82,-0.0535,Calm,Happy
4.39,0.228,3.87,4.51,2.8,-0.0601,Calm,Happy
4.32,0.231,3.64,4.67,2.73,-0.0714,Calm,Happy
4.27,0.234,3.55,4.97,2.64,-0.0868,Calm,Happy
4.14,0.242,3.47,5.15,2.25,-0.12,Calm,Happy
3.82,0.262,3.31,5.15,2.11,-0.178,Calm,Happy
3.34,0.299,3.31,4.99,1.9,-0.198,Calm,Happy
2.95,0.339,3.31,4.92,1.97,-0.159,Calm,Happy
2.85,0.351,3.16,4.94,2.04,-0.181,Calm,Happy
2.91,0.343,2.96,4.93,2.12,-0.164,Calm,Happy
3.01,0.332,3,4.9,2.11,-0.113,Calm,Happy
3.09,0.324,2.91,4.91,2.13,-0.0934,Calm,Happy
3.02,0.331,2.83,4.86,2.01,-0.0932,Calm,Happy
2.72,0.368,2.67,4.56,2.04,-0.0799,Calm,Happy
2.49,0.402,2.7,4.14,2.05,-0.0538,Calm,Happy
2.44,0.411,2.5,3.81,2,-0.0436,Calm,Happy
2.57,0.389,2.6,3.58,2.01,-0.0338,Calm,Happy
2.75,0.364,2.75,3.7,2.19,-0.00725,Calm,Happy
2.81,0.356,2.92,3.73,2.25,0.00154,Calm,Happy
2.85,0.35,3.01,3.59,2.1,-0.0162,Calm,Happy
2.81,0.356,3.12,3.63,2.02,-0.0458,Calm,Happy
2.72,0.367,3.08,3.78,1.98,-0.0816,Calm,Happy
2.69,0.372,3.09,3.9,2.05,-0.089,Calm,Happy
2.71,0.369,3.13,3.89,2.07,-0.0966,Calm,Happy
2.73,0.366,3.11,3.89,2.14,-0.102,Calm,Happy
2.73,0.366,3.34,3.94,2.1,-0.0992,Calm,Happy
2.71,0.369,3.36,3.99,2.07,-0.0819,Calm,Happy
2.63,0.38,3.38,3.93,2.25,-0.0711,Calm,Happy
2.44,0.411,3.29,3.91,2.11,-0.0971,Calm,Happy
2.2,0.455,3.22,4.01,2.09,-0.115,Calm,Happy
2.12,0.472,3.19,4.12,2.14,-0.07,Calm,Happy
2.1,0.476,3.11,4.12,2.18,0.0259,Calm,Happy
2.17,0.462,3.15,4,2.23,0.0575,Calm,Happy
2.09,0.479,3.28,3.86,2.25,0.0864,Calm,Happy
2.2,0.454,3.3,3.82,2.22,0.143,Calm,Happy
2.5,0.399,3.29,3.75,2.21,0.115,Calm,Happy
2.72,0.367,3.04,3.63,2.2,0.0868,Calm,Happy
2.84,0.353,3.06,3.74,2.2,0.0674,Calm,Happy
2.8,0.357,2.96,3.98,1.93,0.0622,Calm,Happy
2.8,0.357,2.85,4,1.89,0.0679,Calm,Happy
2.89,0.346,2.88,3.89,1.82,0.0721,Calm,Happy
3.01,0.332,2.87,3.72,2.32,0.0579,Calm,Happy
3.15,0.318,3.16,3.7,2.44,0.0268,Calm,Happy
3.35,0.298,3.11,4.18,2.34,0.0167,Calm,Happy
3.57,0.28,3.02,4.57,2.31,0.00818,Calm,Happy
3.64,0.274,3.18,4.79,2.28,-0.000468,Calm,Happy
3.74,0.268,3.3,4.91,2.39,-0.00329,Calm,Happy
3.77,0.265,3.36,4.9,2.44,0.000503,Calm,Happy
3.74,0.267,3.36,4.84,2.49,-0.00181,Calm,Happy
3.76,0.266,3.4,4.8,2.52,-0.00275,Calm,Happy
3.75,0.267,3.71,4.82,2.69,-0.00543,Calm,Happy
3.77,0.265,3.72,4.83,2.67,-0.00832,Calm,Happy
3.79,0.264,3.55,4.84,2.28,-0.0033,Calm,Happy
3.67,0.272,3.45,4.74,2.18,0.00219,Calm,Happy
3.47,0.288,3.47,4.37,2.23,0.00736,Calm,Happy
3.38,0.296,3.42,4.08,2.28,0.0128,Calm,Happy
3.11,0.321,3.3,3.66,2.22,0.035,Calm,Happy
2.8,0.358,3.23,3.39,2.16,0.058,Calm,Happy
2.71,0.369,3.23,3.7,2.11,0.0353,Calm,Happy
2.68,0.373,3.32,3.95,2.4,0.0345,Calm,Happy
2.86,0.349,3.33,4.17,2.43,0.0278,Calm,Happy
3.26,0.306,3.03,4.24,2.31,0.00597,Calm,Happy
3.45,0.29,3.07,4.39,2.37,-0.0102,Calm,Happy
3.44,0.291,3.1,4.87,2.37,-0.0177,Calm,Happy
3.56,0.281,3.1,5.12,2.47,-0.00587,Calm,Happy
3.7,0.27,3.07,5.17,2.62,0.00551,Calm,Happy
3.71,0.269,3.15,5.2,2.66,0.0106,Calm,Happy
3.73,0.268,3.19,5.23,2.69,0.0144,Calm,Happy
3.78,0.265,3.38,5.21,2.76,0.0147,Calm,Happy
3.9,0.257,3.35,5.18,2.77,0.0115,Calm,Happy
4.06,0.246,3.35,5.11,2.47,0.00505,Calm,Happy
4.07,0.246,3.26,5,2.5,0.00133,Calm,Happy
3.88,0.258,3.22,4.98,2.52,0.00481,Calm,Happy
3.71,0.269,3.12,4.88,2.44,0.0143,Calm,Happy
3.68,0.272,3.13,4.57,2.47,0.0129,Calm,Happy
3.49,0.287,3.17,4.36,2.26,0.00135,Calm,Happy
3.41,0.293,3.45,4.3,2.08,-0.00784,Calm,Happy
3.54,0.282,3.39,4.22,1.93,-0.00734,Calm,Happy
3.56,0.281,3.31,4.15,1.78,-0.0144,Calm,Happy
3.48,0.287,3.08,4.11,1.78,-0.0126,Calm,Happy
3.32,0.301,3,4.08,1.66,-0.00676,Calm,Happy
2.98,0.335,2.98,4.15,1.56,0.0143,Calm,Happy
2.83,0.354,2.97,4.23,1.39,0.0406,Calm,Happy
2.91,0.344,2.98,4.21,1.59,0.0373,Calm,Happy
3.09,0.324,3.23,4.07,1.64,0.0203,Calm,Happy
3.36,0.298,3.25,3.62,1.57,-0.00219,Calm,Happy
3.5,0.286,3.06,3.3,1.65,-0.0173,Calm,Happy
3.46,0.289,2.75,3.3,1.7,-0.0265,Calm,Happy
4.88,0.205,3.98,6.08,3.04,-0.0109,Happy,Happy
4.83,0.207,3.69,6.08,2.65,-0.0107,Happy,Happy
4.69,0.213,3.58,6.05,2.49,-0.00703,Happy,Happy
4.3,0.233,3.43,5.89,2.43,-0.00333,Happy,Happy
3.86,0.259,3.4,5.52,2.49,-0.00348,Happy,Happy
3.58,0.279,3.38,4.67,2.5,-0.00131,Happy,Happy
3.34,0.299,3.39,3.55,2.47,0.0176,Happy,Happy
3.29,0.304,3.19,3.33,2.39,0.0304,Happy,Happy
3.26,0.307,3.03,3.36,2.4,0.0355,Happy,Happy
3.06,0.327,2.99,3.16,2.38,0.0446,Happy,Happy
2.87,0.348,3.01,3.39,2.4,0.0443,Happy,Happy
2.92,0.343,3.07,3.53,2.43,0.0532,Happy,Happy
2.93,0.342,3.34,3.52,2.54,0.0531,Happy,Happy
2.91,0.344,3.42,3.59,2.56,0.0265,Happy,Happy
2.94,0.341,3.42,3.61,2.54,0.0131,Happy,Happy
2.95,0.339,3.25,3.65,2.23,0.0121,Happy,Happy
2.99,0.335,3.17,3.79,2.41,0.0068,Happy,Happy
2.82,0.354,3.38,3.91,2.49,0.00253,Happy,Happy
2.67,0.374,3.54,4.27,2.51,-0.0158,Happy,Happy
2.9,0.345,3.6,4.81,2.45,-0.0363,Happy,Happy
2.97,0.337,3.72,4.99,2.44,-0.0322,Happy,Happy
3.04,0.329,3.8,4.94,2.47,-0.00408,Happy,Happy
3.23,0.31,3.85,5.04,2.46,0.00424,Happy,Happy
3.49,0.286,3.7,5.3,2.48,0.00931,Happy,Happy
3.56,0.281,3.71,5.4,2.5,0.0138,Happy,Happy
3.66,0.273,3.83,5.44,2.53,0.013,Happy,Happy
3.7,0.27,3.84,5.49,2.54,0.0142,Happy,Happy
3.68,0.272,3.79,5.52,2.24,0.0126,Happy,Happy
3.67,0.273,3.65,5.54,2.26,0.0122,Happy,Happy
3.58,0.279,3.51,5.44,2.24,0.0195,Happy,Happy
3.52,0.284,3.41,5.2,2.23,0.0279,Happy,Happy
3.46,0.289,3.28,5.05,2.25,0.027,Happy,Happy
3.34,0.299,3.24,5.01,2.14,0.0179,Happy,Happy
3.07,0.326,3.23,4.78,2,0.0054,Happy,Happy
2.79,0.358,3.32,4.32,1.96,0.000964,Happy,Happy
2.47,0.405,3.25,4.15,1.93,0.0126,Happy,Happy
2.15,0.466,3.17,4.16,2,0.0172,Happy,Happy
2.09,0.478,3.39,3.97,1.99,-0.00224,Happy,Happy
2.15,0.464,3.54,3.67,1.92,0.0101,Happy,Happy
2.59,0.386,3.59,3.39,1.83,0.00839,Happy,Happy
3.04,0.329,3.62,3.39,1.83,0.00526,Happy,Happy
3.21,0.311,3.62,3.44,1.79,0.00495,Happy,Happy
3.25,0.308,3.5,3.43,1.77,0.00229,Happy,Happy
3.3,0.303,3.4,3.42,1.84,-0.00119,Happy,Happy
3.32,0.301,3.44,3.46,1.99,-0.000321,Happy,Happy
3.31,0.302,3.42,3.42,2.02,0.000286,Happy,Happy
3.4,0.294,3.33,3.15,2.04,-0.002,Happy,Happy
3.48,0.287,3.28,2.94,2.02,-0.000404,Happy,Happy
3.48,0.287,3.17,2.95,2.08,0.00102,Happy,Happy
3.46,0.289,2.9,3.04,2.03,-0.00357,Happy,Happy
3.25,0.308,2.94,3.14,2.16,-0.0177,Happy,Happy
2.98,0.335,3.22,3.3,2.21,-0.0376,Happy,Happy
2.92,0.343,3.37,3.72,2.21,-0.056,Happy,Happy
2.97,0.337,3.39,4.3,2.22,-0.0461,Happy,Happy
3.26,0.306,3.37,4.72,2.06,-0.017,Happy,Happy
3.41,0.293,3.21,4.79,2.14,-0.00467,Happy,Happy
3.41,0.293,3.25,4.83,2.2,-0.00303,Happy,Happy
3.3,0.303,3.28,4.92,2.19,-0.00336,Happy,Happy
3.24,0.308,3.27,4.98,2.14,-0.00712,Happy,Happy
3.27,0.306,3.15,4.98,2.23,-0.00783,Happy,Happy
3.25,0.307,3.14,5,2.19,-0.00461,Happy,Happy
3.3,0.303,2.89,4.99,2.06,-0.00564,Happy,Happy
3.32,0.302,2.69,4.96,2.03,-0.00592,Happy,Happy
3.3,0.303,2.61,4.89,2.05,0.00849,Happy,Happy
3.14,0.319,2.58,4.61,1.95,0.0199,Happy,Happy
2.79,0.358,2.59,4.16,1.92,0.00994,Happy,Happy
2.71,0.369,2.65,3.97,1.8,-0.0126,Happy,Happy
2.91,0.344,2.72,3.9,1.92,-0.0298,Happy,Happy
3.15,0.317,2.84,3.71,2.02,-0.0367,Happy,Happy
3.23,0.309,2.91,3.61,1.98,-0.0457,Happy,Happy
3.27,0.306,3.02,3.69,1.96,-0.0492,Happy,Happy
3.29,0.304,3.16,3.72,1.99,-0.0459,Happy,Happy
3.28,0.305,3.17,3.8,2.07,-0.0445,Happy,Happy
3.34,0.299,3.14,4.05,2.13,-0.0525,Happy,Happy
3.37,0.297,3.09,4.06,2.15,-0.0725,Happy,Happy
3.39,0.295,3.05,4.06,2.24,-0.0828,Happy,Happy
3.4,0.294,3.16,4.12,2.26,-0.0824,Happy,Happy
3.39,0.295,3.2,4.22,2.23,-0.0666,Happy,Happy
3.28,0.305,3.21,4.21,2.22,-0.0551,Happy,Happy
3.11,0.321,3.24,4.35,2.26,-0.0253,Happy,Happy
3.41,0.293,3.37,4.7,2.58,0.0395,Happy,Happy
3.49,0.287,3.6,4.79,3.19,0.0637,Happy,Happy
3.48,0.287,4,4.94,3.49,0.0482,Happy,Happy
3.45,0.29,3.99,5.19,3.52,0.0509,Happy,Happy
3.46,0.289,4.25,5.36,3.72,0.0321,Happy,Happy
3.6,0.277,4.54,5.44,3.79,-0.000179,Happy,Happy
3.7,0.271,4.57,5.45,3.79,-0.013,Happy,Happy
3.79,0.264,4.59,5.51,3.81,-0.0198,Happy,Happy
3.95,0.253,4.78,5.64,3.83,-0.0269,Happy,Happy
4.16,0.24,4.8,5.79,3.93,-0.0291,Happy,Happy
4.27,0.234,4.78,5.82,3.99,-0.0489,Happy,Happy
4.27,0.234,4.76,5.74,3.94,-0.0875,Happy,Happy
4.29,0.233,4.64,5.71,3.6,-0.108,Happy,Happy
4.37,0.229,4.56,5.63,3.59,-0.097,Happy,Happy
4.45,0.225,4.59,5.45,3.54,-0.0844,Happy,Happy
4.47,0.224,4.26,5.45,3.4,-0.0726,Happy,Happy
4.42,0.226,4.08,5.53,3.4,-0.0622,Happy,Happy
4.37,0.229,4.09,5.56,3.63,-0.0563,Happy,Happy
4.3,0.232,4.13,5.54,3.68,-0.0517,Happy,Happy
4.14,0.242,3.73,5.53,3.58,-0.0548,Happy,Happy
3.89,0.257,3.79,5.44,3.53,-0.0557,Happy,Happy
3.63,0.275,3.81,5.34,3.47,-0.0415,Happy,Happy
3.52,0.284,3.75,5.39,3.41,-0.0212,Happy,Happy
3.37,0.297,3.67,5.49,3.31,-0.017,Happy,Happy
3.08,0.325,3.7,5.52,3.29,-0.0108,Happy,Happy
2.9,0.345,3.72,5.71,3.2,-0.00733,Happy,Happy
2.74,0.365,3.75,5.9,3.14,-0.0373,Happy,Happy
3.21,0.312,3.2,3.48,2.6,-0.0182,Happy,Happy
3.18,0.314,3.25,3.3,2.65,-0.036,Happy,Happy
3.11,0.322,2.97,3.32,2.58,-0.0601,Happy,Happy
3.24,0.309,3.19,3.13,2.64,-0.0693,Happy,Happy
3.49,0.286,3.15,2.91,2.61,-0.0641,Happy,Happy
3.63,0.275,2.94,3.53,2.44,-0.0694,Happy,Happy
3.64,0.275,2.93,4.15,2.47,-0.0757,Happy,Happy
3.61,0.277,2.98,4.37,2.35,-0.0738,Happy,Happy
3.59,0.278,2.98,4.44,2.34,-0.0694,Happy,Happy
3.62,0.276,3,4.52,2.38,-0.0677,Happy,Happy
3.65,0.274,3.03,4.71,2.32,-0.0725,Happy,Happy
3.66,0.273,3.22,4.91,2.07,-0.0715,Happy,Happy
3.65,0.274,3.25,5.01,1.98,-0.0633,Happy,Happy
3.53,0.284,3.23,5.03,1.97,-0.0629,Happy,Happy
3.3,0.303,2.96,5.03,2.05,-0.075,Happy,Happy
2.98,0.335,2.99,5.01,2.14,-0.081,Happy,Happy
2.62,0.381,3.03,4.92,2.19,-0.0435,Happy,Happy
2.58,0.387,2.99,4.81,2.18,0.0044,Happy,Happy
2.86,0.35,2.97,4.79,2.43,0.0282,Happy,Happy
3.2,0.312,3.12,4.82,2.41,0.0458,Happy,Happy
3.39,0.295,3.15,4.78,2.38,0.0555,Happy,Happy
3.43,0.292,3.08,4.58,2.45,0.0622,Happy,Happy
3.4,0.294,2.85,4.29,2.45,0.0615,Happy,Happy
3.4,0.294,2.79,4.1,2.39,0.0542,Happy,Happy
3.42,0.292,2.84,4.11,2.42,0.0495,Happy,Happy
3.41,0.293,2.92,4.16,2.28,0.0483,Happy,Happy
3.45,0.29,2.97,4.12,2.42,0.0366,Happy,Happy
3.45,0.289,3.21,3.96,2.41,0.0289,Happy,Happy
3.46,0.289,3.24,3.87,2.42,0.0164,Happy,Happy
3.48,0.288,3.19,3.72,2.33,-0.00851,Happy,Happy
3.31,0.302,3.07,3.53,2.41,-0.0429,Happy,Happy
3.16,0.316,3.15,3.52,2.36,-0.0543,Happy,Happy
3.38,0.296,3.19,3.69,2.33,-0.029,Happy,Happy
3.55,0.282,3.23,3.9,2.34,-0.0147,Happy,Happy
3.58,0.279,3.29,3.9,2.36,-0.0049,Happy,Happy
3.61,0.277,3.33,3.83,2.43,-0.0053,Happy,Happy
3.63,0.275,3.23,3.88,2.53,-0.00257,Happy,Happy
3.6,0.278,2.97,3.97,2.41,0.00125,Happy,Happy
3.56,0.281,3.01,3.94,2.46,0.000842,Happy,Happy
3.55,0.282,3.21,3.93,2.47,0.0136,Happy,Happy
3.58,0.279,3.33,4.02,2.41,0.0394,Happy,Happy
3.69,0.271,3.41,4.15,2.39,0.0471,Happy,Happy
3.66,0.273,3.41,4.21,2.42,0.0461,Happy,Happy
3.51,0.285,3.55,4.14,2.41,0.0342,Happy,Happy
3.5,0.286,3.5,4.06,2.44,0.0133,Happy,Happy
3.58,0.279,3.44,4.15,2.43,-0.00004,Happy,Happy
3.59,0.279,3.57,4.29,2.41,0.00068,Happy,Happy
3.59,0.278,3.6,4.41,2.42,0.00277,Happy,Happy
3.61,0.277,3.56,4.45,2.25,0.000676,Happy,Happy
3.54,0.283,3.44,4.43,2.32,-0.00512,Happy,Happy
3.41,0.294,3.52,4.42,2.27,-0.0159,Happy,Happy
3.41,0.293,3.46,4.39,2.38,-0.0206,Happy,Happy
3.52,0.284,3.42,4.28,2.38,-0.0358,Happy,Happy
3.6,0.278,3.4,4.23,2.42,-0.0541,Happy,Happy
3.61,0.277,3.31,4.27,2.38,-0.0462,Happy,Happy
3.5,0.286,3.29,4.28,2.47,-0.0273,Happy,Happy
3.4,0.294,3.41,4.18,2.49,-0.0157,Happy,Happy
3.39,0.295,3.47,3.96,2.48,-0.0125,Happy,Happy
3.51,0.285,3.55,3.62,2.47,-0.0122,Happy,Happy
3.64,0.275,3.56,3.37,2.51,-0.0139,Happy,Happy
3.71,0.269,3.45,3.44,2.38,-0.0106,Happy,Happy
3.66,0.273,3.38,3.4,2.41,-0.00664,Happy,Happy
3.53,0.284,3.43,3.61,2.29,-0.00573,Happy,Happy
3.5,0.286,3.33,3.89,2.31,-0.00229,Happy,Happy
3.48,0.287,3.3,3.9,2.41,0.00916,Happy,Happy
3.43,0.292,3.37,4,2.41,0.0139,Happy,Happy
3.44,0.29,3.31,4.25,2.23,0.00364,Happy,Happy
3.69,0.271,3.22,4.38,2.21,-0.00214,Happy,Happy
3.89,0.257,3.04,4.35,2.2,0.00137,Happy,Happy
3.91,0.256,2.99,4.35,2.36,0.00626,Happy,Happy
3.82,0.262,2.98,4.36,2.35,0.00777,Happy,Happy
3.77,0.265,2.98,4.34,2.34,0.00715,Happy,Happy
3.74,0.267,3.05,4.3,2.37,0.000566,Happy,Happy
3.66,0.273,2.99,4.12,2.39,-0.00241,Happy,Happy
3.59,0.278,3.11,4.04,2.28,0.00556,Happy,Happy
3.56,0.281,3.24,4.11,2.28,0.00866,Happy,Happy
3.56,0.281,3.22,3.92,2.3,0.00829,Happy,Happy
3.53,0.284,3.23,3.32,2.32,0.0136,Happy,Happy
3.2,0.312,3.21,3.11,2.32,0.0101,Happy,Happy
