alpha,arousal1,beta,theta,gamma,valence1,Stimuli (Audio),Response
3.493,0.286,3.794,4.932,2.694,0.183,Agressive,Calm
3.471,0.288,3.636,4.847,2.762,0.159,Agressive,Calm
3.598,0.278,3.768,4.742,2.784,0.109,Agressive,Calm
3.764,0.266,3.798,4.651,2.835,0.079,Agressive,Calm
3.81,0.262,3.767,4.466,2.735,0.068,Agressive,Calm
3.785,0.264,3.696,3.87,2.748,0.062,Agressive,Calm
3.23,0.31,3.51,4.601,2.218,-0.011,Sad,Calm
3.21,0.312,3.727,4.693,2.357,-0.012,Sad,Calm
3.23,0.31,3.839,4.72,2.414,-0.019,Sad,Calm
3.231,0.31,3.869,4.72,2.399,-0.024,Sad,Calm
3.217,0.311,3.911,4.781,2.464,-0.027,Sad,Calm
3.212,0.311,3.951,4.855,2.443,-0.027,Sad,Calm
3.233,0.309,4.13,4.907,2.409,-0.028,Sad,Calm
3.226,0.31,3.97,4.826,2.325,-0.024,Sad,Calm
2.884,0.347,4.093,4.625,2.459,-0.04,Sad,Calm
2.599,0.385,4.144,4.565,2.659,-0.057,Sad,Calm
2.582,0.387,4.138,4.512,2.653,-0.033,Sad,Calm
2.608,0.383,4.203,4.309,2.742,-0.035,Sad,Calm
2.585,0.387,4.102,4.167,2.708,-0.026,Sad,Calm
2.491,0.401,4.023,4.31,2.737,-0.006,Sad,Calm
2.608,0.383,4.006,4.394,2.791,-0.006,Sad,Calm
2.717,0.368,4.108,4.255,3.133,0.001,Sad,Calm
2.738,0.365,4.293,4.177,3.779,0,Sad,Calm
3.043,0.329,4.089,4.201,3.801,-0.043,Sad,Calm
3.516,0.284,4.07,4.241,3.795,-0.048,Sad,Calm
3.686,0.271,3.971,4.312,3.76,-0.047,Sad,Calm
3.664,0.273,3.981,4.346,3.715,-0.053,Sad,Calm
3.635,0.275,3.997,4.311,3.702,-0.057,Sad,Calm
3.638,0.275,3.874,4.364,3.672,-0.056,Sad,Calm
3.638,0.275,3.831,4.401,3.651,-0.058,Sad,Calm
3.626,0.276,3.843,4.371,3.647,-0.061,Sad,Calm
3.706,0.27,3.867,4.378,3.561,-0.057,Sad,Calm
3.829,0.261,3.605,4.333,2.914,-0.044,Sad,Calm
3.845,0.26,3.194,4.193,2.057,-0.033,Sad,Calm
3.617,0.276,3.494,4.098,2.055,-0.02,Sad,Calm
3.29,0.304,3.52,4.089,2.058,0.003,Sad,Calm
3.108,0.322,3.618,4.064,2.132,0.033,Sad,Calm
3.079,0.325,3.57,3.987,2.091,0.044,Sad,Calm
3.099,0.323,3.63,3.952,2.109,0.042,Sad,Calm
3.11,0.322,3.736,3.868,2.161,0.041,Sad,Calm
3.151,0.317,3.789,3.81,2.371,0.044,Sad,Calm
3.162,0.316,3.815,4.136,2.38,0.048,Sad,Calm
2.954,0.338,3.75,4.426,2.366,0.053,Sad,Calm
2.886,0.347,4.008,4.452,2.747,0.03,Sad,Calm
3.077,0.325,4.16,4.469,2.866,-0.009,Sad,Calm
3.148,0.318,4.14,4.475,2.874,-0.012,Sad,Calm
3.438,0.291,4.16,4.64,2.889,0.009,Sad,Calm
3.723,0.269,4.292,4.832,3.106,0.019,Sad,Calm
3.807,0.263,4.45,5.044,3.597,0.025,Sad,Calm
3.864,0.259,4.733,5.246,3.874,0.033,Sad,Calm
3.888,0.257,4.942,5.352,4.057,0.037,Sad,Calm
3.891,0.257,5.092,5.279,4.41,0.038,Sad,Calm
3.858,0.259,5.118,5.131,4.468,0.044,Sad,Calm
3.833,0.261,5.133,5.115,4.51,0.049,Sad,Calm
3.678,0.272,5.006,5.115,4.481,0.08,Sad,Calm
3.65,0.274,5.036,5.086,4.647,0.105,Sad,Calm
3.642,0.275,5.014,5.024,4.678,0.078,Sad,Calm
3.418,0.293,4.971,4.882,4.688,0.05,Sad,Calm
3.267,0.306,4.94,4.716,4.619,0.041,Sad,Calm
3.169,0.316,4.853,4.477,4.544,0.027,Sad,Calm
3.213,0.311,4.45,4.043,4.373,-0.015,Sad,Calm
3.336,0.3,4.272,3.632,4.193,-0.043,Sad,Calm
3.316,0.302,4.017,3.582,3.853,-0.065,Sad,Calm
3.328,0.3,4.111,3.58,3.769,-0.069,Sad,Calm
3.435,0.291,4.138,3.629,3.688,-0.04,Sad,Calm
3.467,0.288,4.221,3.846,3.528,-0.028,Sad,Calm
3.37,0.297,4.234,4.015,2.894,-0.022,Sad,Calm
3.245,0.308,4.272,4.032,2.673,-0.004,Sad,Calm
3.112,0.321,4.22,3.982,2.612,0.007,Sad,Calm
3.056,0.327,4.249,3.979,2.337,0,Sad,Calm
2.973,0.336,4.266,3.975,2.397,-0.001,Sad,Calm
2.833,0.353,4.257,3.896,2.367,0.019,Sad,Calm
2.879,0.347,4.334,3.877,2.318,0.028,Sad,Calm
2.982,0.335,4.428,3.921,2.344,0.027,Sad,Calm
2.989,0.335,4.369,3.873,2.218,0.014,Sad,Calm
2.865,0.349,4.312,3.7,2.155,-0.005,Sad,Calm
2.876,0.348,4.178,3.429,2.134,-0.007,Sad,Calm
2.843,0.352,4.116,3.319,2.147,-0.019,Sad,Calm
2.762,0.362,4.065,3.783,2.195,-0.054,Sad,Calm
2.728,0.367,4.1,4.262,2.291,-0.081,Sad,Calm
2.728,0.367,4.03,4.448,2.117,-0.076,Sad,Calm
2.684,0.373,3.963,4.466,2.028,-0.067,Sad,Calm
2.713,0.369,3.971,4.484,2.015,-0.018,Sad,Calm
2.825,0.354,3.627,4.465,1.911,0.053,Sad,Calm
3.041,0.329,3.434,4.518,1.939,0.078,Sad,Calm
3.264,0.306,3.373,4.544,1.952,0.04,Sad,Calm
3.258,0.307,3.446,4.537,1.913,0.026,Sad,Calm
3.24,0.309,3.515,4.571,1.983,0.023,Sad,Calm
3.246,0.308,3.647,4.496,1.999,0.025,Sad,Calm
3.272,0.306,3.755,4.188,2.002,0.029,Sad,Calm
3.312,0.302,3.583,3.811,1.985,0.032,Sad,Calm
3.355,0.298,3.551,3.625,1.991,0.034,Sad,Calm
3.379,0.296,3.645,3.653,2.065,0.033,Sad,Calm
3.298,0.303,3.924,3.699,2.082,0.025,Sad,Calm
3.151,0.317,4.224,3.846,2.092,0.001,Sad,Calm
2.893,0.346,4.352,4.102,2.145,-0.001,Sad,Calm
2.754,0.363,4.319,4.319,2.159,0.02,Sad,Calm
3.072,0.326,4.371,4.348,2.29,0.003,Sad,Calm
3.562,0.281,4.403,4.359,2.264,0.015,Sad,Calm
3.868,0.259,4.351,4.553,2.218,0.036,Sad,Calm
3.922,0.255,4.308,4.771,2.188,0.043,Sad,Calm
3.943,0.254,4.306,4.84,2.096,0.036,Sad,Calm
4,0.25,4.377,4.881,2.108,0.03,Sad,Calm
4.027,0.248,4.329,4.89,2.149,0.024,Sad,Calm
4.048,0.247,4.285,4.847,2.202,0.018,Sad,Calm
3.989,0.251,4.014,4.707,2.156,0.018,Sad,Calm
3.972,0.252,3.94,4.513,2.589,0.018,Sad,Calm
3.976,0.252,4.79,4.5,4.188,0.019,Sad,Calm
3.934,0.254,5.34,4.697,4.311,0.035,Sad,Calm
4.408,0.227,5.378,4.961,4.412,0.064,Sad,Calm
4.914,0.203,5.442,4.857,4.524,0.068,Sad,Calm
5.081,0.197,5.482,4.75,4.663,0.07,Sad,Calm
2.542,0.393,3.851,3.973,2.153,-0.024,Sad,Agressive
2.516,0.397,3.862,4.17,2.187,-0.046,Sad,Agressive
2.528,0.396,3.884,4.182,2.411,-0.067,Sad,Agressive
2.549,0.392,3.881,4.143,2.451,-0.081,Sad,Agressive
2.431,0.411,3.895,4.135,2.449,-0.081,Sad,Agressive
2.262,0.442,4.017,4.192,2.84,-0.071,Sad,Agressive
2.098,0.477,4.23,4.377,3.26,-0.059,Sad,Agressive
2.073,0.482,4.286,4.604,3.246,-0.073,Sad,Agressive
2.319,0.431,4.26,4.699,3.234,-0.107,Sad,Agressive
2.867,0.349,4.139,4.664,3.185,-0.09,Sad,Agressive
3.227,0.31,4.108,4.548,3.198,-0.062,Sad,Agressive
3.383,0.296,4.233,4.418,3.203,-0.046,Sad,Agressive
3.408,0.293,4.2,4.388,3.163,-0.046,Sad,Agressive
3.411,0.293,4.177,4.386,3.049,-0.038,Sad,Agressive
3.497,0.286,4.114,4.479,3.04,-0.03,Sad,Agressive
3.541,0.282,4.063,4.61,2.95,-0.031,Sad,Agressive
3.565,0.281,3.865,4.641,2.598,-0.034,Sad,Agressive
3.561,0.281,3.613,4.514,1.909,-0.035,Sad,Agressive
3.539,0.283,3.484,4.26,1.618,-0.032,Sad,Agressive
3.411,0.293,3.406,4.161,1.581,-0.017,Sad,Agressive
3.136,0.319,3.589,4.164,1.553,-0.014,Sad,Agressive
2.912,0.343,3.44,4.244,1.457,-0.03,Sad,Agressive
2.877,0.348,3.149,4.345,1.371,-0.021,Sad,Agressive
3.006,0.333,3.451,4.483,2.039,-0.011,Sad,Agressive
3.124,0.32,4.12,4.706,2.56,0.03,Sad,Agressive
3.607,0.277,4.252,5.094,2.581,0.101,Sad,Agressive
4.025,0.248,4.253,5.361,2.6,0.113,Sad,Agressive
4.095,0.244,4.366,5.461,2.65,0.11,Sad,Agressive
4.107,0.243,4.372,5.493,2.762,0.111,Sad,Agressive
4.156,0.241,4.379,5.517,2.864,0.099,Sad,Agressive
4.153,0.241,4.387,5.573,2.882,0.096,Sad,Agressive
4.111,0.243,4.321,5.609,2.893,0.103,Sad,Agressive
4.063,0.246,4.358,5.576,2.923,0.107,Sad,Agressive
4.043,0.247,4.474,5.542,2.923,0.104,Sad,Agressive
4.025,0.248,4.492,5.521,2.393,0.103,Sad,Agressive
3.868,0.259,4.525,5.346,3.47,0.101,Sad,Agressive
3.425,0.292,4.609,4.978,3.583,0.058,Sad,Agressive
3.25,0.308,4.612,4.666,3.566,-0.007,Sad,Agressive
3.325,0.301,4.532,4.507,3.541,-0.023,Sad,Agressive
3.253,0.307,4.529,4.367,3.538,-0.033,Sad,Agressive
3.18,0.314,4.538,4.177,3.544,-0.022,Sad,Agressive
3.241,0.309,4.546,3.931,3.549,-0.024,Sad,Agressive
3.374,0.296,4.557,3.797,3.583,-0.035,Sad,Agressive
3.462,0.289,4.553,4.038,3.577,-0.038,Sad,Agressive
3.504,0.285,4.416,4.053,3.577,-0.039,Sad,Agressive
3.663,0.273,4.353,3.967,3.469,-0.033,Sad,Agressive
3.693,0.271,3.574,3.961,2.411,-0.033,Sad,Agressive
3.51,0.285,3.675,3.945,2.426,-0.036,Sad,Agressive
3.316,0.302,3.725,3.898,2.466,-0.039,Sad,Agressive
3.255,0.307,3.919,3.904,2.551,-0.044,Sad,Agressive
3.243,0.308,3.883,3.949,2.333,-0.05,Sad,Agressive
3.213,0.311,3.851,3.969,2.33,-0.056,Sad,Agressive
3.119,0.321,3.879,4.032,2.642,-0.058,Sad,Agressive
2.955,0.338,3.867,3.991,2.606,-0.053,Sad,Agressive
2.853,0.35,3.846,3.723,2.651,-0.036,Sad,Agressive
2.728,0.367,3.851,3.579,2.872,-0.049,Sad,Agressive
2.479,0.403,3.822,3.668,2.893,-0.085,Sad,Agressive
2.307,0.434,3.725,3.729,2.922,-0.106,Sad,Agressive
2.435,0.411,3.58,3.732,2.891,-0.049,Sad,Agressive
2.715,0.368,3.546,3.915,2.855,-0.009,Sad,Agressive
2.932,0.341,3.316,3.976,2.818,0,Sad,Agressive
3.025,0.331,3.37,3.956,2.876,-0.002,Sad,Agressive
3.025,0.331,3.599,3.984,2.764,0,Sad,Agressive
3.053,0.328,3.556,3.948,2.643,0.001,Sad,Agressive
3.084,0.324,3.74,3.912,2.664,-0.003,Sad,Agressive
3.132,0.319,3.888,4.044,2.637,-0.01,Sad,Agressive
3.081,0.325,3.988,4.175,2.396,-0.008,Sad,Agressive
