alpha,arousal1,beta,theta,gamma,valence1,Stimuli (Audio),Response
3.426,0.292,3.86,3.91,2.32,-0.01,Sad,Happy
3.474,0.288,4.042,3.566,2.314,-0.013,Sad,Happy
3.472,0.288,4.106,3.298,2.311,-0.029,Sad,Happy
3.46,0.289,4.117,3.275,2.336,-0.045,Sad,Happy
3.489,0.287,4.042,3.281,2.348,-0.048,Sad,Happy
3.368,0.297,4.036,3.294,2.33,-0.053,Sad,Happy
3.121,0.32,4.032,3.372,2.182,-0.058,Sad,Happy
2.916,0.343,4.017,3.502,2.101,-0.048,Sad,Happy
3.03,0.33,3.908,3.596,2.179,-0.032,Sad,Happy
3.128,0.32,3.835,3.786,2.201,-0.022,Sad,Happy
3.115,0.321,3.759,4,2.086,-0.017,Sad,Happy
3.161,0.316,3.607,4.319,2.122,-0.022,Sad,Happy
3.102,0.322,3.38,4.614,2.114,-0.019,Sad,Happy
2.909,0.344,3.304,4.714,2.158,-0.008,Sad,Happy
2.728,0.367,3.384,4.718,1.977,-0.011,Sad,Happy
2.653,0.377,3.469,4.716,1.998,-0.031,Sad,Happy
2.658,0.376,3.531,4.677,1.987,-0.044,Sad,Happy
2.694,0.371,3.607,4.694,1.962,-0.049,Sad,Happy
2.864,0.349,3.469,4.839,1.802,-0.046,Sad,Happy
2.894,0.346,3.333,4.923,1.703,-0.043,Sad,Happy
2.8,0.357,3.428,4.903,1.776,-0.049,Sad,Happy
2.701,0.37,3.54,4.865,1.644,-0.048,Sad,Happy
2.635,0.38,3.55,4.751,1.657,-0.044,Sad,Happy
2.912,0.343,3.643,4.591,1.604,-0.05,Sad,Happy
3.286,0.304,3.635,4.554,1.64,-0.051,Sad,Happy
3.488,0.287,3.831,4.553,1.814,-0.043,Sad,Happy
3.593,0.278,4.057,4.543,1.765,-0.03,Sad,Happy
3.664,0.273,4.328,4.529,1.934,-0.019,Sad,Happy
3.665,0.273,4.469,4.411,2.061,-0.016,Sad,Happy
3.584,0.279,4.561,4.287,2.171,-0.013,Sad,Happy
3.561,0.281,4.614,4.291,2.158,-0.01,Sad,Happy
3.629,0.276,4.58,4.333,2.156,-0.006,Sad,Happy
3.713,0.269,4.548,4.28,2.171,-0.003,Sad,Happy
3.8,0.263,4.567,4.266,2.25,0.001,Sad,Happy
3.712,0.269,4.606,4.292,2.34,0.014,Sad,Happy
3.546,0.282,4.734,4.349,2.345,0.033,Sad,Happy
3.396,0.294,4.648,4.468,2.298,0.043,Sad,Happy
3.311,0.302,4.451,4.558,2.253,0.045,Sad,Happy
3.344,0.299,4.284,4.589,2.134,0.041,Sad,Happy
3.384,0.295,4.232,4.559,2.172,0.028,Sad,Happy
3.499,0.286,4.159,4.513,2.109,0.015,Sad,Happy
3.565,0.281,4.194,4.411,2.186,0.007,Sad,Happy
3.5,0.286,4.323,4.271,2.172,0.002,Sad,Happy
3.383,0.296,4.306,4.194,2.158,-0.002,Sad,Happy
3.217,0.311,4.251,4.187,2.082,-0.009,Sad,Happy
3.079,0.325,4.223,4.208,1.883,-0.021,Sad,Happy
3.035,0.329,4.038,4.156,1.895,-0.018,Sad,Happy
3.145,0.318,4.069,4.03,2.021,-0.006,Sad,Happy
3.185,0.314,4.135,3.914,2.079,-0.012,Sad,Happy
3.044,0.328,4.212,3.916,2.138,-0.014,Sad,Happy
2.959,0.338,4.201,3.87,2.097,0.003,Sad,Happy
2.989,0.335,4.235,3.757,2.025,0.029,Sad,Happy
3.086,0.324,4.275,3.854,1.963,0.035,Sad,Happy
3.171,0.315,4.167,3.948,1.945,0.017,Sad,Happy
3.183,0.314,4.398,3.896,2.042,0.006,Sad,Happy
3.162,0.316,4.561,3.765,2.041,0.012,Sad,Happy
3.147,0.318,4.569,3.665,1.983,0.014,Sad,Happy
3.111,0.321,4.609,3.699,1.848,0.007,Sad,Happy
3.11,0.322,4.602,3.705,1.85,0.003,Sad,Happy
3.189,0.314,4.516,3.673,1.767,0.006,Sad,Happy
3.21,0.311,4.473,3.587,1.633,0.008,Sad,Happy
3.074,0.325,4.438,3.439,1.568,0.001,Sad,Happy
2.841,0.352,4.363,3.213,1.629,-0.015,Sad,Happy
2.718,0.368,4.308,2.84,1.815,0.003,Sad,Happy
2.784,0.359,4.254,2.605,1.849,0.055,Sad,Happy
2.824,0.354,3.882,2.786,1.732,0.084,Sad,Happy
2.869,0.349,3.707,3.018,1.784,0.08,Sad,Happy
2.914,0.343,3.62,3.037,1.836,0.062,Sad,Happy
2.839,0.352,3.464,2.936,1.839,0.071,Sad,Happy
2.757,0.363,3.449,2.829,1.836,0.107,Sad,Happy
2.727,0.367,3.442,2.899,1.852,0.113,Sad,Happy
2.658,0.376,3.361,3.132,1.82,0.12,Sad,Happy
2.621,0.382,3.31,3.427,1.842,0.126,Sad,Happy
2.552,0.392,3.337,3.697,1.812,0.126,Sad,Happy
2.438,0.41,3.431,3.98,1.842,0.103,Sad,Happy
2.408,0.415,3.388,4.095,1.878,0.075,Sad,Happy
2.391,0.418,3.597,4.137,1.901,0.066,Sad,Happy
2.343,0.427,3.666,4.206,1.885,0.08,Sad,Happy
2.337,0.428,3.69,4.275,2.059,0.113,Sad,Happy
2.542,0.393,3.647,4.326,2.109,0.046,Sad,Happy
2.408,0.415,3.784,4.345,2.16,-0.007,Sad,Happy
2.427,0.412,4.152,4.428,2.258,0.002,Sad,Happy
2.548,0.393,4.199,4.435,2.314,0.005,Sad,Happy
2.566,0.39,4.185,4.374,2.377,0.001,Sad,Happy
2.643,0.378,4.131,4.324,2.379,0.001,Sad,Happy
2.585,0.387,4.13,4.214,2.343,-0.006,Sad,Happy
2.493,0.401,4.231,4.06,2.386,-0.011,Sad,Happy
2.782,0.359,4.133,3.959,2.357,-0.004,Sad,Happy
3.066,0.326,4.127,3.873,2.398,-0.004,Sad,Happy
3.069,0.326,4.16,3.833,2.259,-0.003,Sad,Happy
3.026,0.33,4.155,3.922,2.254,0.008,Sad,Happy
3.094,0.323,4.042,3.907,2.166,0.01,Sad,Happy
3.043,0.329,3.68,3.88,2.213,0.009,Sad,Happy
3.016,0.332,3.702,4.035,2.154,-0.003,Sad,Happy
3.01,0.332,3.699,4.139,2.09,-0.009,Sad,Happy
2.944,0.34,3.627,4.122,1.975,-0.011,Sad,Happy
2.949,0.339,3.652,4.193,2.037,-0.018,Sad,Happy
2.896,0.345,3.446,4.265,1.979,-0.031,Sad,Happy
2.993,0.334,4.019,3.15,1.997,-0.031,Happy,Happy
3.022,0.331,4.097,3.038,2.018,-0.036,Happy,Happy
3.074,0.325,4.181,3.139,2.152,-0.035,Happy,Happy
3.141,0.318,4.163,3.235,2.218,-0.031,Happy,Happy
3.223,0.31,4.292,3.397,2.105,-0.028,Happy,Happy
3.373,0.296,4.347,3.479,2.158,-0.036,Happy,Happy
3.424,0.292,4.344,3.526,2.037,-0.044,Happy,Happy
3.446,0.29,4.365,3.508,2.086,-0.037,Happy,Happy
3.701,0.27,4.394,3.484,2.127,-0.018,Happy,Happy
4.063,0.246,4.409,3.56,2.193,-0.013,Happy,Happy
4.198,0.238,4.445,3.67,2.28,-0.014,Happy,Happy
4.256,0.235,4.396,3.705,2.236,-0.009,Happy,Happy
4.367,0.229,4.396,3.732,2.226,-0.006,Happy,Happy
4.382,0.228,4.482,3.634,2.2,-0.007,Happy,Happy
4.36,0.229,4.583,3.615,2.111,-0.007,Happy,Happy
4.343,0.23,4.465,3.572,2.044,-0.007,Happy,Happy
4.282,0.234,4.355,3.546,2.015,-0.005,Happy,Happy
4.201,0.238,4.272,3.593,1.984,-0.003,Happy,Happy
4.144,0.241,4.231,3.603,1.932,-0.004,Happy,Happy
3.96,0.253,4.246,3.577,1.876,-0.011,Happy,Happy
3.759,0.266,4.04,3.447,1.868,-0.014,Happy,Happy
3.715,0.269,4.009,3.456,1.825,-0.018,Happy,Happy
3.576,0.28,4.058,3.601,1.813,-0.033,Happy,Happy
3.374,0.296,4.064,3.675,1.763,-0.054,Happy,Happy
3.358,0.298,3.759,3.687,1.749,-0.059,Happy,Happy
3.329,0.3,3.504,3.694,1.712,-0.063,Happy,Happy
3.285,0.304,3.52,3.855,1.787,-0.059,Happy,Happy
3.443,0.29,3.613,3.815,1.974,-0.033,Happy,Happy
3.721,0.269,3.785,3.721,2.14,-0.013,Happy,Happy
3.822,0.262,3.755,3.76,2.133,-0.009,Happy,Happy
3.721,0.269,3.696,3.805,2.091,-0.007,Happy,Happy
3.594,0.278,3.69,3.836,2.158,0.006,Happy,Happy
3.538,0.283,3.672,3.852,2.147,0.018,Happy,Happy
3.517,0.284,3.618,3.931,2.177,0.023,Happy,Happy
3.474,0.288,3.605,4.02,2.114,0.029,Happy,Happy
3.451,0.29,3.659,4.024,2.174,0.033,Happy,Happy
3.446,0.29,3.83,3.918,2.247,0.024,Happy,Happy
3.392,0.295,3.903,3.975,2.192,0.004,Happy,Happy
3.241,0.309,3.917,4.239,2.042,-0.022,Happy,Happy
3.009,0.332,3.837,4.464,2.01,-0.063,Happy,Happy
2.956,0.338,3.853,4.505,2.064,-0.071,Happy,Happy
3.071,0.326,3.924,4.503,2.12,-0.056,Happy,Happy
3.111,0.321,3.93,4.506,2.07,-0.066,Happy,Happy
3.152,0.317,3.904,4.484,2.016,-0.077,Happy,Happy
3.164,0.316,3.894,4.439,1.985,-0.079,Happy,Happy
3.154,0.317,3.962,4.394,1.957,-0.078,Happy,Happy
3.162,0.316,3.864,4.378,1.971,-0.074,Happy,Happy
3.154,0.317,3.711,4.41,1.986,-0.055,Happy,Happy
3.04,0.329,3.724,4.389,2.052,-0.023,Happy,Happy
2.843,0.352,3.722,4.239,1.97,-0.007,Happy,Happy
2.657,0.376,3.753,4.05,1.936,-0.007,Happy,Happy
2.444,0.409,3.672,4.121,1.904,-0.015,Happy,Happy
2.257,0.443,3.558,4.126,1.854,-0.019,Happy,Happy
2.163,0.462,3.707,4.028,1.868,0.046,Happy,Happy
2.07,0.483,3.668,3.985,1.879,0.104,Happy,Happy
2.13,0.469,3.587,3.914,1.834,0.064,Happy,Happy
2.133,0.469,3.774,3.877,1.844,0.061,Happy,Happy
2.079,0.481,3.786,3.904,1.752,0.041,Happy,Happy
1.98,0.505,3.638,3.794,1.541,-0.004,Happy,Happy
2.007,0.498,3.606,3.554,1.521,-0.053,Happy,Happy
2.045,0.489,3.56,3.715,1.902,-0.084,Happy,Happy
2.014,0.496,3.903,3.878,2.002,-0.055,Happy,Happy
2.325,0.43,3.97,3.801,1.996,-0.036,Happy,Happy
2.5,0.4,4.262,3.786,2.011,-0.057,Happy,Happy
2.597,0.385,4.234,3.786,2.032,-0.094,Happy,Happy
2.735,0.366,4.323,3.754,2.114,-0.11,Happy,Happy
2.805,0.356,4.291,3.747,2.11,-0.115,Happy,Happy
2.824,0.354,4.161,3.653,2.072,-0.123,Happy,Happy
2.845,0.351,4.153,3.718,2.179,-0.126,Happy,Happy
2.851,0.351,4.199,4.069,2.212,-0.123,Happy,Happy
2.987,0.335,4.259,4.105,2.195,-0.1,Happy,Happy
3.18,0.314,4.382,3.867,2.152,-0.089,Happy,Happy
3.188,0.314,4.263,3.823,2.128,-0.092,Happy,Happy
3.168,0.316,4.25,3.835,2.096,-0.101,Happy,Happy
3.264,0.306,4.004,3.802,2.072,-0.102,Happy,Happy
3.276,0.305,3.954,3.754,2.062,-0.1,Happy,Happy
3.197,0.313,3.885,3.777,2,-0.099,Happy,Happy
3.165,0.316,4.005,3.876,2.095,-0.097,Happy,Happy
3.172,0.315,4.038,3.908,2.173,-0.097,Happy,Happy
3.215,0.311,4.182,3.818,2.113,-0.105,Happy,Happy
3.216,0.311,4.124,3.715,2.095,-0.116,Happy,Happy
3.014,0.332,3.98,3.849,2.021,-0.143,Happy,Happy
2.866,0.349,3.911,4.015,1.909,-0.179,Happy,Happy
2.847,0.351,3.8,4.085,2.028,-0.206,Happy,Happy
2.681,0.373,3.75,4.149,2.033,-0.217,Happy,Happy
2.351,0.425,3.785,4.22,2.067,-0.184,Happy,Happy
2.165,0.462,3.876,4.274,2.086,-0.169,Happy,Happy
2.141,0.467,3.853,4.254,2.165,-0.164,Happy,Happy
2.213,0.452,3.831,4.193,2.263,-0.154,Happy,Happy
2.213,0.452,3.753,4.156,2.301,-0.134,Happy,Happy
2.047,0.488,3.676,4.049,2.289,-0.079,Happy,Happy
2.005,0.499,3.672,3.86,2.401,-0.036,Happy,Happy
2.109,0.474,3.691,3.772,2.382,-0.022,Happy,Happy
2.187,0.457,3.611,3.775,2.438,-0.01,Happy,Happy
2.117,0.472,3.731,3.752,2.431,0.01,Happy,Happy
2.206,0.453,3.767,3.748,2.444,-0.032,Happy,Happy
2.769,0.361,3.677,3.701,2.385,-0.038,Happy,Happy
3.075,0.325,3.617,3.67,2.397,-0.029,Happy,Happy
3.145,0.318,3.64,3.692,2.214,-0.03,Happy,Happy
3.116,0.321,3.617,3.7,2.115,-0.03,Happy,Happy
3.093,0.323,3.683,3.692,2.097,-0.029,Happy,Happy
3.135,0.319,3.721,3.681,2.081,-0.032,Happy,Happy
3.17,0.315,3.696,3.652,2,-0.041,Happy,Happy
3.154,0.317,3.694,3.709,1.853,-0.049,Happy,Happy
3.132,0.319,3.712,3.865,1.858,-0.051,Happy,Happy
3.131,0.319,3.868,3.916,1.903,-0.05,Happy,Happy
2.876,0.348,4.082,3.871,2.166,-0.052,Happy,Happy
2.982,0.335,4.336,4.257,2.475,0.002,Sad,Calm
3.101,0.322,4.427,4.302,2.576,0.017,Sad,Calm
2.991,0.334,4.376,4.291,2.543,0.029,Sad,Calm
2.847,0.351,4.31,4.236,2.376,0.045,Sad,Calm
2.819,0.355,4.338,4.122,2.42,0.07,Sad,Calm
2.797,0.358,4.311,4.052,2.454,0.087,Sad,Calm
2.892,0.346,4.332,4.048,2.391,0.056,Sad,Calm
3.201,0.312,4.345,4.029,2.393,0.019,Sad,Calm
3.383,0.296,4.488,3.987,2.436,0.004,Sad,Calm
3.457,0.289,4.538,3.997,2.353,-0.005,Sad,Calm
3.494,0.286,4.469,3.945,2.299,-0.012,Sad,Calm
3.425,0.292,4.336,3.891,2.231,-0.026,Sad,Calm
3.349,0.299,4.293,3.848,1.949,-0.045,Sad,Calm
3.399,0.294,4.29,3.738,1.916,-0.049,Sad,Calm
3.392,0.295,4.329,3.658,1.962,-0.049,Sad,Calm
3.38,0.296,4.438,3.646,1.872,-0.048,Sad,Calm
3.353,0.298,4.458,3.637,1.994,-0.045,Sad,Calm
3.122,0.32,4.451,3.593,2.049,-0.046,Sad,Calm
2.863,0.349,4.435,3.478,2.034,-0.033,Sad,Calm
2.689,0.372,4.168,3.399,1.984,-0.021,Sad,Calm
2.546,0.393,4.15,3.417,2.063,-0.006,Sad,Calm
2.511,0.398,4.228,3.448,2.183,0.004,Sad,Calm
2.445,0.409,4.245,3.398,2.229,0.015,Sad,Calm
2.336,0.428,4.319,3.198,2.26,0.041,Sad,Calm
2.424,0.413,4.399,3.023,2.258,0.009,Sad,Calm
2.448,0.409,4.623,3.083,2.185,-0.019,Sad,Calm
2.45,0.408,4.608,3.087,2.206,-0.021,Sad,Calm
2.513,0.398,4.573,3.216,2.138,-0.042,Sad,Calm
2.493,0.401,4.578,3.522,2.119,-0.068,Sad,Calm
2.559,0.391,4.598,3.663,2.204,-0.053,Sad,Calm
2.716,0.368,4.591,3.796,2.177,-0.034,Sad,Calm
2.667,0.375,4.404,3.782,2.041,-0.038,Sad,Calm
2.624,0.381,4.352,3.9,2.004,-0.034,Sad,Calm
2.792,0.358,4.283,4.195,1.943,-0.018,Sad,Calm
2.899,0.345,4.228,4.307,1.921,-0.007,Sad,Calm
2.824,0.354,4.01,4.316,1.883,0.009,Sad,Calm
2.848,0.351,3.487,4.33,1.988,0.014,Sad,Calm
2.893,0.346,3.529,4.314,2.066,0.007,Sad,Calm
2.888,0.346,3.529,4.221,2.191,0.017,Sad,Calm
2.909,0.344,3.525,4.217,2.218,0.019,Sad,Calm
2.885,0.347,3.759,4.352,2.146,0.011,Sad,Calm
2.96,0.338,3.822,4.407,2.182,-0.005,Sad,Calm
3.13,0.319,3.844,4.518,2.275,-0.028,Sad,Calm
3.149,0.318,3.781,4.574,2.388,-0.054,Sad,Calm
2.983,0.335,3.845,4.567,2.698,-0.087,Sad,Calm
2.937,0.341,3.918,4.591,2.788,-0.073,Sad,Calm
2.995,0.334,3.864,4.574,2.861,-0.05,Sad,Calm
3.14,0.319,3.798,4.627,2.878,-0.035,Sad,Calm
3.381,0.296,3.76,4.821,2.839,-0.028,Sad,Calm
3.597,0.278,3.79,4.891,2.9,-0.022,Sad,Calm
3.64,0.275,3.718,4.836,2.923,-0.018,Sad,Calm
3.577,0.28,3.597,4.744,2.927,-0.018,Sad,Calm
3.503,0.286,3.83,4.734,2.943,-0.007,Sad,Calm
3.399,0.294,3.862,4.719,2.926,0.015,Sad,Calm
3.359,0.298,3.889,4.643,2.722,0.027,Sad,Calm
3.356,0.298,3.95,4.62,2.571,0.032,Sad,Calm
3.373,0.296,3.922,4.671,2.571,0.031,Sad,Calm
3.413,0.293,3.967,4.653,2.443,0.021,Sad,Calm
3.275,0.305,4.038,4.473,2.474,0.018,Sad,Calm
2.858,0.35,4.16,4.252,2.519,0.045,Sad,Calm
2.484,0.403,4.129,4.246,2.373,0.075,Sad,Calm
2.537,0.394,4.287,4.321,2.398,0.058,Sad,Calm
2.665,0.375,4.186,4.27,2.434,0.037,Sad,Calm
2.649,0.377,3.996,4.071,2.435,0.019,Sad,Calm
2.634,0.38,3.976,3.888,2.502,0.006,Sad,Calm
2.644,0.378,3.971,3.717,2.493,-0.004,Sad,Calm
2.687,0.372,3.868,3.674,2.37,-0.01,Sad,Calm
2.589,0.386,3.876,3.715,2.354,-0.006,Sad,Calm
2.481,0.403,3.842,3.728,2.3,0.026,Sad,Calm
2.667,0.375,3.972,3.948,2.343,0.053,Sad,Calm
3.089,0.324,4.356,4.062,2.354,0.038,Sad,Calm
3.398,0.294,4.392,3.984,2.369,0.036,Sad,Calm
3.379,0.296,4.312,4.006,2.382,0.044,Sad,Calm
3.361,0.298,4.394,4.13,2.314,0.029,Sad,Calm
3.422,0.292,4.439,4.157,2.268,0.004,Sad,Calm
3.437,0.291,4.516,4.161,2.252,-0.002,Sad,Calm
3.461,0.289,4.616,4.127,2.26,0.002,Sad,Calm
3.569,0.28,4.595,3.962,2.222,-0.002,Sad,Calm
3.66,0.273,4.6,3.877,2.322,-0.009,Sad,Calm
3.745,0.267,4.595,3.942,2.291,-0.018,Sad,Calm
3.701,0.27,4.445,3.748,2.135,-0.026,Sad,Calm
3.487,0.287,4.252,3.64,2.139,-0.044,Sad,Calm
3.367,0.297,4.163,3.621,2.144,-0.061,Sad,Calm
3.455,0.289,4.169,3.35,2.142,-0.058,Sad,Calm
3.498,0.286,4.126,3.147,2.117,-0.046,Sad,Calm
3.474,0.288,3.964,3.122,2.069,-0.038,Sad,Calm
3.473,0.288,3.88,3.058,1.986,-0.043,Sad,Calm
3.382,0.296,3.769,2.946,2.008,-0.051,Sad,Calm
3.264,0.306,3.85,3.008,1.971,-0.055,Sad,Calm
3.141,0.318,3.921,3.066,1.891,-0.052,Sad,Calm
3.172,0.315,3.89,2.94,1.809,-0.046,Sad,Calm
3.196,0.313,3.622,3.311,1.869,-0.048,Sad,Calm
3.244,0.308,3.57,3.567,1.89,-0.065,Sad,Calm
3.433,0.291,3.63,3.647,1.796,-0.07,Sad,Calm
3.564,0.281,3.535,3.634,1.86,-0.062,Sad,Calm
3.601,0.278,3.461,3.694,1.831,-0.049,Sad,Calm
3.649,0.274,3.554,3.822,1.864,-0.043,Sad,Calm
3.671,0.272,3.523,3.857,1.866,-0.045,Sad,Calm
3.7,0.27,3.458,3.861,1.854,-0.045,Sad,Calm
3.705,0.27,3.973,3.845,1.921,-0.045,Sad,Calm
3.629,0.276,4.1,3.86,1.97,-0.048,Sad,Calm
3.53,0.283,4.132,3.829,1.845,-0.052,Sad,Calm
3.456,0.289,4.232,3.755,1.844,-0.052,Sad,Calm
3.309,0.302,4.4,3.836,1.782,-0.044,Sad,Calm
3.063,0.326,4.399,3.902,1.818,-0.038,Sad,Calm
2.669,0.375,4.5,3.914,1.924,-0.053,Sad,Calm
2.273,0.44,4.61,3.874,1.941,-0.116,Sad,Calm
3.318,0.301,3.936,5.287,2.17,0.007,Calm,
3.276,0.305,3.934,5.353,2.246,-0.002,Calm,
3.223,0.31,3.802,5.307,2.179,-0.001,Calm,
3.022,0.331,3.773,5.193,2.252,0.021,Calm,
2.987,0.335,3.8,5.126,2.143,0.019,Calm,
3.236,0.309,3.848,5.128,2.169,0.008,Calm,
3.467,0.288,3.798,5.122,2.149,0.016,Calm,
3.494,0.286,3.772,4.943,2.129,0.028,Calm,
3.507,0.285,3.769,4.619,2.157,0.031,Calm,
3.496,0.286,3.76,4.485,2.095,0.029,Calm,
3.375,0.296,3.624,4.406,2.002,0.03,Calm,
3.264,0.306,3.317,4.207,2.02,0.033,Calm,
3.255,0.307,3.215,4,1.963,0.037,Calm,
3.353,0.298,3.158,3.973,1.967,0.031,Calm,
3.451,0.29,3.185,3.96,1.962,0.025,Calm,
3.413,0.293,3.184,3.864,1.924,0.027,Calm,
3.16,0.316,3.269,3.89,1.987,0.029,Calm,
3.148,0.318,3.604,4.074,1.995,-0.026,Calm,
3.418,0.293,3.846,4.046,2.04,-0.063,Calm,
3.557,0.281,3.911,3.997,2.096,-0.073,Calm,
3.608,0.277,3.96,3.933,2.05,-0.066,Calm,
3.61,0.277,3.98,3.881,2.015,-0.062,Calm,
3.616,0.277,3.963,3.888,1.946,-0.067,Calm,
3.589,0.279,3.995,3.937,1.948,-0.071,Calm,
3.486,0.287,3.937,3.942,1.972,-0.069,Calm,
3.39,0.295,3.992,3.96,1.958,-0.054,Calm,
3.494,0.286,4.085,3.985,1.869,-0.039,Calm,
3.584,0.279,3.985,3.685,1.953,-0.035,Calm,
3.445,0.29,3.759,3.132,2.032,-0.02,Calm,
3.134,0.319,3.705,3.023,1.988,0.022,Calm,
2.863,0.349,3.645,3.091,1.91,0.065,Calm,
2.823,0.354,3.621,3.077,1.945,0.062,Calm,
2.84,0.352,3.646,3.088,1.86,0.077,Calm,
2.829,0.353,3.635,3.256,2.015,0.095,Calm,
2.835,0.353,3.669,3.42,2.097,0.096,Calm,
2.856,0.35,3.835,3.541,2.087,0.088,Calm,
2.843,0.352,3.92,3.648,2.122,0.06,Calm,
2.574,0.388,3.897,4.018,2.04,0.063,Calm,
2.401,0.417,3.887,4.424,1.978,0.118,Calm,
2.673,0.374,3.959,4.54,2.006,0.086,Calm,
2.836,0.353,3.991,4.527,1.975,0.04,Calm,
2.868,0.349,3.941,4.548,1.999,0.025,Calm,
2.974,0.336,3.956,4.595,2.016,0.014,Calm,
3.081,0.325,3.983,4.654,2.032,0.009,Calm,
3.096,0.323,4.03,4.673,1.857,0.005,Calm,
3.09,0.324,3.891,4.643,1.83,0.001,Calm,
3.139,0.319,3.848,4.621,1.758,-0.002,Calm,
3.137,0.319,3.694,4.581,1.657,-0.003,Calm,
3.157,0.317,3.654,4.401,1.64,-0.018,Calm,
3.137,0.319,3.681,4.2,1.74,-0.041,Calm,
3.041,0.329,3.755,4.186,1.695,-0.056,Calm,
3.032,0.33,3.816,4.214,1.759,-0.059,Calm,
3.052,0.328,3.878,4.152,1.875,-0.064,Calm,
3.085,0.324,3.912,4.016,1.857,-0.08,Calm,
3.253,0.307,3.948,3.818,1.862,-0.076,Calm,
3.446,0.29,3.948,3.655,1.845,-0.06,Calm,
3.506,0.285,3.883,3.679,1.888,-0.054,Calm,
3.484,0.287,3.913,3.7,1.927,-0.059,Calm,
3.413,0.293,3.927,3.701,1.963,-0.065,Calm,
3.345,0.299,3.936,3.689,1.879,-0.067,Calm,
3.308,0.302,3.923,3.643,1.894,-0.067,Calm,
3.286,0.304,3.771,3.568,1.985,-0.059,Calm,
3.261,0.307,3.792,3.725,1.995,-0.049,Calm,
3.161,0.316,3.739,4.022,1.924,-0.043,Calm,
3.024,0.331,3.693,4.166,1.989,-0.027,Calm,
2.726,0.367,3.622,4.216,2.039,-0.004,Calm,
2.4,0.417,3.759,4.232,2.129,0.018,Calm,
2.228,0.449,3.665,4.176,2.109,0.04,Calm,
2.128,0.47,3.579,4.057,2.129,0.062,Calm,
2.095,0.477,3.589,3.982,2.099,0.079,Calm,
2.074,0.482,3.658,4.025,2.119,0.108,Calm,
2.147,0.466,3.577,4.067,2.094,0.143,Calm,
2.281,0.438,3.59,4.049,2.022,0.149,Calm,
2.532,0.395,3.483,3.841,2.067,0.14,Calm,
2.807,0.356,3.586,3.547,2.124,0.156,Calm,
2.83,0.353,3.549,3.434,2.012,0.179,Calm,
2.874,0.348,3.346,3.389,1.977,0.135,Calm,
3.063,0.327,3.318,3.381,1.954,0.107,Calm,
3.211,0.311,3.406,3.418,1.936,0.105,Calm,
3.281,0.305,3.359,3.353,1.88,0.099,Calm,
3.301,0.303,3.343,3.129,1.987,0.099,Calm,
3.284,0.305,3.296,2.87,1.998,0.097,Calm,
3.223,0.31,3.195,2.878,1.961,0.094,Calm,
3.172,0.315,3.203,2.891,1.939,0.084,Calm,
3.053,0.328,3.233,3.177,1.83,0.071,Calm,
2.87,0.348,3.236,3.628,1.846,0.051,Calm,
2.897,0.345,3.23,3.932,2.074,0.047,Calm,
2.893,0.346,3.464,4.04,2.097,0.054,Calm,
2.821,0.354,3.479,4.052,2.066,0.042,Calm,
2.683,0.373,3.568,4.092,2.094,-0.006,Calm,
2.88,0.347,3.604,4.214,2.115,-0.042,Calm,
3.087,0.324,3.59,4.372,2.009,-0.041,Calm,
3.189,0.314,3.636,4.48,2.097,-0.044,Calm,
3.219,0.311,3.647,4.468,2.013,-0.033,Calm,
3.217,0.311,3.622,4.578,2.023,-0.014,Calm,
3.259,0.307,3.562,4.674,2.033,-0.016,Calm,
3.299,0.303,3.549,4.543,1.891,-0.016,Calm,
3.263,0.306,3.399,4.43,1.722,-0.015,Calm,
3.252,0.308,3.309,4.473,1.835,-0.006,Calm,
3.232,0.309,3.243,4.519,1.864,0.004,Calm,
3.187,0.314,3.119,4.494,1.797,0.014,Calm,
3.148,0.318,3.247,4.393,1.768,0.036,Calm,
3.216,0.311,3.333,4.224,1.772,0.057,Calm,
3.3,0.303,3.192,4.161,1.815,0.059,Calm,
3.497,0.286,3.242,4.248,1.87,0.025,Calm,
3.868,0.259,3.253,4.54,1.88,0.004,Calm,
3.04,0.329,4.212,4.484,2.412,-0.027,Calm,Calm
2.971,0.337,4.188,4.667,2.361,-0.041,Calm,Calm
2.999,0.333,3.777,4.828,2.397,-0.022,Calm,Calm
3.042,0.329,3.503,4.984,2.389,-0.006,Calm,Calm
3.038,0.329,3.49,5.051,2.361,-0.015,Calm,Calm
2.996,0.334,3.493,5.077,2.257,-0.017,Calm,Calm
3.029,0.33,3.497,5.106,2.24,-0.006,Calm,Calm
3.131,0.319,3.433,5.117,2.224,0.011,Calm,Calm
3.12,0.32,3.286,5.092,2.128,0.021,Calm,Calm
3.085,0.324,3.318,5.048,2.115,0.018,Calm,Calm
3.238,0.309,3.313,5.095,2.034,0.005,Calm,Calm
3.423,0.292,3.546,5.197,1.953,0,Calm,Calm
3.498,0.286,3.541,5.22,1.891,-0.008,Calm,Calm
3.588,0.279,3.557,5.107,1.925,-0.014,Calm,Calm
3.636,0.275,3.568,4.99,1.888,-0.012,Calm,Calm
3.668,0.273,3.547,4.957,1.943,-0.008,Calm,Calm
3.677,0.272,3.43,4.975,1.942,-0.012,Calm,Calm
3.612,0.277,3.22,5.015,1.831,-0.025,Calm,Calm
3.566,0.28,3.227,5.022,1.81,-0.039,Calm,Calm
3.547,0.282,3.326,5.031,1.942,-0.042,Calm,Calm
