alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Respuesta
3.16,0.32,3.58,4.17,2.29,-0.02,Sad,Happy
3.08,0.32,3.65,4.3,2.32,0.01,Sad,Happy
3.02,0.33,3.66,4.53,2.36,0.02,Sad,Happy
3.02,0.33,3.64,4.53,2.25,0.03,Sad,Happy
3.06,0.33,3.67,4.45,2.36,0.01,Sad,Happy
4.26,0.23,4.16,5.29,3.48,-0.02,Happy,Happy
4.4,0.23,4.24,5.4,3.52,-0.02,Happy,Happy
4.37,0.23,4.3,5.45,3.56,-0.02,Happy,Happy
4.46,0.22,4.32,5.76,3.44,-0.01,Happy,Happy
4.67,0.21,4.48,6.03,3.41,-0.01,Happy,Happy
4.72,0.21,4.48,6.08,3.4,-0.01,Happy,Happy
4.7,0.21,4.53,6.26,3.57,-0.01,Happy,Happy
4.7,0.21,4.45,6.47,3.37,-0.01,Happy,Happy
4.68,0.21,4.49,6.56,3.37,-0.01,Happy,Happy
4.66,0.21,4.41,6.56,3.27,-0.01,Happy,Happy
4.64,0.22,4.35,6.5,3.28,-0.01,Happy,Happy
4.61,0.22,4.37,6.39,3.23,0,Happy,Happy
4.58,0.22,4.32,6.34,3.23,0,Happy,Happy
4.58,0.22,4.3,6.34,3.2,-0.01,Happy,Happy
4.42,0.23,4.28,6.11,3.2,-0.01,Happy,Happy
4.19,0.24,4,5.93,3.19,-0.01,Happy,Happy
4.17,0.24,4.1,5.92,3.47,-0.01,Happy,Happy
4.12,0.24,4.36,5.6,4.11,-0.02,Happy,Happy
4.02,0.25,4.53,4.94,4.36,-0.02,Happy,Happy
4.3,0.23,4.92,4.4,4.78,-0.01,Happy,Happy
4.8,0.21,5.18,4.63,4.78,-0.01,Happy,Happy
5,0.2,5.18,5.61,4.82,0,Happy,Happy
5.15,0.19,5.19,6.31,4.84,0,Happy,Happy
5.21,0.19,5.32,6.53,4.88,0,Happy,Happy
5.2,0.19,5.86,6.55,4.92,0,Happy,Happy
5.53,0.18,5.96,6.74,5.02,0,Happy,Happy
6.12,0.16,6.01,7.03,5.05,0,Happy,Happy
6.39,0.16,6,7.12,4.89,0,Happy,Happy
6.44,0.16,5.93,7.14,4.69,0,Happy,Happy
6.43,0.16,5.9,7.14,4.71,0,Happy,Happy
6.39,0.16,5.77,7.14,4.53,0,Happy,Happy
6.31,0.16,5.65,7.12,4.52,0,Happy,Happy
6.27,0.16,5.65,6.94,4.49,0,Happy,Happy
6.24,0.16,5.63,6.6,4.47,-0.01,Happy,Happy
6.24,0.16,5.41,6.43,4.41,-0.01,Happy,Happy
6.22,0.16,4.59,6.42,4.37,-0.01,Happy,Happy
5.99,0.17,4.42,5.84,4.27,-0.01,Happy,Happy
5.4,0.19,4.32,5.26,4.25,-0.01,Happy,Happy
4.71,0.21,4.38,5.47,4.2,-0.01,Happy,Happy
4.52,0.22,4.35,5.63,4.06,-0.01,Happy,Happy
4.54,0.22,4.14,5.78,3.68,-0.01,Happy,Happy
4.55,0.22,4.14,5.87,3.65,-0.01,Happy,Happy
4.45,0.22,4.36,5.88,3.64,-0.02,Happy,Happy
4.22,0.24,4.58,6.02,3.63,-0.02,Happy,Happy
4.14,0.24,4.52,6.17,3.58,-0.02,Happy,Happy
4.2,0.24,4.52,6.19,3.53,-0.02,Happy,Happy
4.05,0.25,4.42,6.12,3.37,-0.03,Happy,Happy
4.02,0.25,4.42,6.09,3.34,-0.03,Happy,Happy
3.95,0.25,4.4,5.92,3.23,-0.03,Happy,Happy
3.94,0.25,4.32,5.78,3.16,-0.03,Happy,Happy
3.88,0.26,4.35,5.68,3.13,-0.03,Happy,Happy
3.88,0.26,4.3,5.49,3.14,-0.03,Happy,Happy
3.94,0.25,4.08,5.36,2.93,-0.02,Happy,Happy
3.92,0.26,3.77,5.17,2.62,-0.02,Happy,Happy
3.77,0.27,3.55,4.6,2.56,-0.02,Happy,Happy
3.56,0.28,3.53,3.97,2.54,-0.01,Happy,Happy
3.46,0.29,3.3,3.63,2.42,0,Happy,Happy
3.44,0.29,3.16,3.63,2.35,-0.01,Happy,Happy
3.26,0.31,3.1,3.83,2.29,-0.01,Happy,Happy
3.03,0.33,3.08,3.9,2.46,-0.02,Happy,Happy
3,0.33,3.03,3.86,2.44,-0.02,Happy,Happy
2.85,0.35,2.99,3.86,2.31,-0.02,Happy,Happy
2.48,0.4,2.96,3.78,2.18,-0.05,Happy,Happy
2.36,0.42,2.79,3.69,2.13,-0.11,Happy,Happy
2.29,0.44,2.79,3.7,2.19,-0.11,Happy,Happy
2.3,0.43,3.02,3.7,2.16,-0.1,Happy,Happy
2.44,0.41,3.2,3.61,2.19,-0.12,Happy,Happy
2.45,0.41,3.32,3.34,2.4,-0.14,Happy,Happy
2.43,0.41,3.37,2.85,2.56,-0.16,Happy,Happy
2.69,0.37,3.53,2.41,2.78,-0.12,Happy,Happy
3.01,0.33,3.55,3.01,3.02,-0.1,Happy,Happy
3.4,0.29,3.68,3.96,3.11,-0.06,Happy,Happy
3.66,0.27,3.79,4.25,3.13,-0.03,Happy,Happy
3.72,0.27,3.88,4.66,3.13,-0.03,Happy,Happy
3.78,0.26,3.94,5.25,3.19,-0.02,Happy,Happy
3.84,0.26,3.83,5.68,3.16,-0.02,Happy,Happy
3.83,0.26,3.77,5.86,3.19,-0.02,Happy,Happy
3.79,0.26,3.69,5.91,3.16,-0.02,Happy,Happy
3.82,0.26,3.73,5.92,3.09,-0.03,Happy,Happy
3.78,0.26,3.64,5.93,2.99,-0.02,Happy,Happy
3.71,0.27,3.55,5.96,2.81,-0.03,Happy,Happy
3.56,0.28,3.43,5.96,2.42,-0.02,Happy,Happy
3.25,0.31,3.45,5.9,2.37,-0.03,Happy,Happy
2.98,0.34,3.21,5.81,2.42,-0.07,Happy,Happy
2.83,0.35,3.11,5.58,2.43,-0.12,Happy,Happy
2.75,0.36,3.14,5.21,2.33,-0.15,Happy,Happy
2.64,0.38,3.21,4.7,2.28,-0.17,Happy,Happy
2.55,0.39,3.18,4.33,2.18,-0.18,Happy,Happy
2.43,0.41,3.18,4.13,2.13,-0.18,Happy,Happy
2.33,0.43,3.2,4.17,2.09,-0.21,Happy,Happy
2.34,0.43,3.25,4.14,2.16,-0.21,Happy,Happy
2.33,0.43,3.27,3.96,2.14,-0.19,Happy,Happy
2.36,0.42,3.22,3.79,1.93,-0.21,Happy,Happy
2.35,0.43,3.24,3.71,1.97,-0.25,Happy,Happy
2.23,0.45,3.25,3.65,1.9,-0.25,Happy,Happy
2.09,0.48,3.23,3.65,1.91,-0.25,Happy,Happy
2.15,0.47,3.14,3.7,2.06,-0.25,Happy,Happy
2.48,0.4,3.05,3.74,2.11,-0.21,Happy,Happy
2.64,0.38,3.02,3.64,2.24,-0.16,Happy,Happy
2.63,0.38,2.91,3.49,2.28,-0.14,Happy,Happy
2.61,0.38,2.91,3.38,2.31,-0.13,Happy,Happy
2.68,0.37,2.94,3.41,2.28,-0.13,Happy,Happy
2.76,0.36,3.09,3.49,2.31,-0.1,Happy,Happy
2.78,0.36,3.18,3.52,2.38,-0.08,Happy,Happy
2.85,0.35,3.26,3.46,2.39,-0.07,Happy,Happy
2.93,0.34,3.36,3.45,2.39,-0.05,Happy,Happy
2.81,0.36,3.56,3.61,2.75,0.03,Calm,Happy
2.51,0.4,3.51,2.93,2.68,0.04,Calm,Happy
2.45,0.41,3.42,2.98,2.53,-0.02,Calm,Happy
2.32,0.43,3.4,2.94,2.27,-0.07,Calm,Happy
2.39,0.42,3.37,3.03,2.11,-0.05,Calm,Happy
2.59,0.39,3.35,3.15,2.13,-0.07,Calm,Happy
2.73,0.37,3.41,3.13,2.14,-0.07,Calm,Happy
2.78,0.36,3.34,3.12,1.77,-0.08,Calm,Happy
2.77,0.36,3.26,3.08,1.67,-0.08,Calm,Happy
2.76,0.36,2.92,3.08,1.65,-0.1,Calm,Happy
2.77,0.36,2.79,3.04,1.53,-0.1,Calm,Happy
2.68,0.37,2.7,2.88,1.63,-0.12,Calm,Happy
2.56,0.39,2.78,2.66,1.66,-0.12,Calm,Happy
2.46,0.41,2.69,2.55,1.69,-0.12,Calm,Happy
2.36,0.42,2.57,2.47,1.64,-0.17,Calm,Happy
2.16,0.46,2.67,2.1,1.91,-0.23,Calm,Happy
1.91,0.52,2.71,1.7,1.84,-0.31,Calm,Happy
1.85,0.54,2.64,1.64,1.77,-0.32,Calm,Happy
1.91,0.52,2.72,1.73,1.84,-0.3,Calm,Happy
1.95,0.51,2.73,1.94,1.82,-0.22,Calm,Happy
2.07,0.48,2.76,2.26,1.83,-0.1,Calm,Happy
2.25,0.45,2.8,2.58,1.82,-0.05,Calm,Happy
2.33,0.43,2.91,2.84,1.78,-0.05,Calm,Happy
2.38,0.42,2.9,3.07,1.83,-0.05,Calm,Happy
2.38,0.42,3.04,3.21,1.83,-0.05,Calm,Happy
2.45,0.41,3.13,3.23,1.88,-0.06,Calm,Happy
2.49,0.4,3.07,3.3,1.62,-0.07,Calm,Happy
2.5,0.4,3.04,3.44,1.82,-0.06,Calm,Happy
2.59,0.39,2.98,3.47,1.84,-0.05,Calm,Happy
2.62,0.38,2.93,3.44,1.87,-0.03,Calm,Happy
2.54,0.39,2.93,3.39,1.88,-0.05,Calm,Happy
2.46,0.41,2.97,3.31,1.87,-0.07,Calm,Happy
2.54,0.39,2.88,3.39,1.91,-0.09,Calm,Happy
2.78,0.36,2.79,3.47,1.88,-0.1,Calm,Happy
2.87,0.35,2.74,3.43,1.83,-0.09,Calm,Happy
2.92,0.34,2.64,3.65,1.87,-0.08,Calm,Happy
2.97,0.34,2.51,3.82,1.83,-0.07,Calm,Happy
3.03,0.33,2.47,3.8,1.75,-0.06,Calm,Happy
2.98,0.34,2.48,3.75,1.68,-0.06,Calm,Happy
2.81,0.36,2.38,3.73,1.7,-0.07,Calm,Happy
2.75,0.36,2.44,3.73,1.64,-0.08,Calm,Happy
2.75,0.36,2.25,3.73,1.62,-0.08,Calm,Happy
2.67,0.37,2.1,3.7,1.6,-0.1,Calm,Happy
2.42,0.41,2.08,3.59,1.53,-0.09,Calm,Happy
2.15,0.46,2.42,3.49,1.58,-0.08,Calm,Happy
1.9,0.53,2.37,3.32,1.66,-0.11,Calm,Happy
1.8,0.56,2.43,3.03,1.53,-0.13,Calm,Happy
1.43,0.7,2.44,2.88,1.61,-0.21,Calm,Happy
1.1,0.91,2.5,2.96,1.67,-0.19,Calm,Happy
1.14,0.88,2.53,2.98,1.63,-0.1,Calm,Happy
1.17,0.85,2.51,3.01,1.57,-0.02,Calm,Happy
1.16,0.86,2.5,3.04,1.8,-0.01,Calm,Happy
1.36,0.73,2.64,3.06,1.81,-0.06,Calm,Happy
1.67,0.6,2.63,3.15,1.81,-0.08,Calm,Happy
1.86,0.54,2.62,3.32,2.03,-0.07,Calm,Happy
1.92,0.52,2.49,3.43,2.58,-0.09,Calm,Happy
1.98,0.51,2.81,3.43,2.74,-0.11,Calm,Happy
2.05,0.49,2.94,3.39,3.21,-0.15,Calm,Happy
2.17,0.46,3.3,3.49,3.65,-0.15,Calm,Happy
2.2,0.45,3.55,3.86,3.79,-0.13,Calm,Happy
2.22,0.45,3.67,4.13,4,-0.14,Calm,Happy
2.29,0.44,3.77,4.21,4.18,-0.12,Calm,Happy
2.31,0.43,4,4.21,4.23,-0.1,Calm,Happy
2.2,0.45,4.04,4.18,4.35,-0.11,Calm,Happy
2.09,0.48,4.06,4.11,4.41,-0.12,Calm,Happy
1.99,0.5,4.07,3.99,4.4,-0.13,Calm,Happy
2.03,0.49,4.1,3.95,4.36,-0.08,Calm,Happy
2.26,0.44,4.05,4,4.38,-0.01,Calm,Happy
2.25,0.44,4,4.04,4.27,0,Calm,Happy
2.31,0.43,3.91,3.83,3.95,0,Calm,Happy
2.43,0.41,3.81,3.54,3.94,0,Calm,Happy
2.39,0.42,3.72,3.56,3.52,-0.01,Calm,Happy
2.36,0.42,3.61,3.6,3.44,-0.04,Calm,Happy
2.49,0.4,3.27,3.64,3.16,-0.07,Calm,Happy
2.73,0.37,3.24,3.64,2.86,-0.07,Calm,Happy
2.88,0.35,3.28,3.64,2.63,-0.06,Calm,Happy
2.94,0.34,3.21,3.64,2.64,-0.06,Calm,Happy
2.89,0.35,3.09,3.61,2.12,-0.08,Calm,Happy
2.78,0.36,3.02,3.5,2.1,-0.09,Calm,Happy
2.82,0.35,2.82,3.39,2.1,-0.08,Calm,Happy
2.82,0.35,2.6,3.29,2.11,-0.1,Calm,Happy
2.85,0.35,2.59,3.02,2.08,-0.1,Calm,Happy
2.86,0.35,2.48,2.64,2.02,-0.09,Calm,Happy
2.81,0.36,2.53,2.5,2.06,-0.07,Calm,Happy
2.7,0.37,2.53,2.49,2.07,-0.05,Calm,Happy
2.57,0.39,2.45,2.58,2.02,-0.06,Calm,Happy
2.44,0.41,2.42,2.59,1.97,-0.08,Calm,Happy
2.45,0.41,2.54,2.59,1.91,-0.09,Calm,Happy
2.5,0.4,2.58,2.67,1.86,-0.1,Calm,Happy
2.42,0.41,2.7,2.74,1.84,-0.13,Calm,Happy
2.21,0.45,2.75,2.92,2.02,-0.15,Calm,Happy
2.04,0.49,3.09,3.12,2.1,-0.17,Calm,Happy
2.15,0.47,3.17,3.09,2.21,-0.16,Calm,Happy
2.62,0.38,3.15,3.13,2.23,-0.13,Calm,Happy
2.84,0.35,3.18,3.62,2.14,-0.11,Calm,Happy
2.91,0.34,3.22,4.2,2.12,-0.09,Calm,Happy
3.03,0.33,3.17,4.56,2.1,-0.08,Calm,Happy
3.07,0.33,3.16,4.68,2.01,-0.08,Calm,Happy
3.01,0.33,3.28,4.68,1.99,-0.07,Calm,Happy
3.07,0.33,3.23,4.74,1.91,-0.06,Calm,Happy
3.17,0.32,3.18,4.83,2.07,-0.06,Calm,Happy
3.19,0.31,3.3,4.84,1.85,-0.06,Calm,Happy
3.19,0.31,3.04,4.8,2,-0.06,Calm,Happy
3.13,0.32,3.02,4.79,1.93,-0.05,Calm,Happy
2.88,0.35,2.99,4.78,1.98,-0.05,Calm,Happy
2.65,0.38,3,4.62,2.01,-0.06,Calm,Happy
2.51,0.4,2.99,4.37,2.11,-0.07,Calm,Happy
2.76,0.36,2.62,2.93,1.58,-0.02,Agressive,Agressive
2.78,0.36,2.66,3.37,1.66,-0.02,Agressive,Agressive
2.8,0.36,2.72,3.69,1.69,-0.02,Agressive,Agressive
2.82,0.35,2.62,3.86,1.62,-0.03,Agressive,Agressive
2.88,0.35,2.65,3.89,1.59,-0.04,Agressive,Agressive
2.81,0.36,2.56,3.84,1.74,-0.05,Agressive,Agressive
2.76,0.36,2.69,3.83,1.76,-0.07,Agressive,Agressive
2.95,0.34,2.9,3.83,1.72,-0.08,Agressive,Agressive
3.13,0.32,2.78,3.85,1.75,-0.1,Agressive,Agressive
3.13,0.32,2.76,3.86,1.83,-0.1,Agressive,Agressive
3.14,0.32,2.81,3.8,1.96,-0.09,Agressive,Agressive
3.18,0.31,2.89,3.64,1.97,-0.07,Agressive,Agressive
3.19,0.31,2.8,3.41,1.82,-0.06,Agressive,Agressive
3.18,0.31,2.88,3.02,1.96,-0.06,Agressive,Agressive
3.17,0.32,2.9,2.65,2,-0.06,Agressive,Agressive
3.19,0.31,2.85,2.64,2.02,-0.06,Agressive,Agressive
3.16,0.32,2.78,2.6,1.85,-0.07,Agressive,Agressive
3.02,0.33,2.7,2.65,1.83,-0.08,Agressive,Agressive
2.79,0.36,2.47,2.57,1.8,-0.07,Agressive,Agressive
2.67,0.37,2.44,2.43,1.76,-0.05,Agressive,Agressive
2.67,0.37,2.46,2.5,1.61,-0.04,Agressive,Agressive
2.61,0.38,2.49,2.71,1.63,-0.08,Agressive,Agressive
2.62,0.38,2.44,2.71,1.62,-0.13,Agressive,Agressive
2.82,0.35,2.35,2.67,1.59,-0.14,Agressive,Agressive
2.94,0.34,2.13,2.73,1.48,-0.12,Agressive,Agressive
2.98,0.34,2.12,2.82,1.48,-0.11,Agressive,Agressive
3,0.33,2.81,2.98,1.54,-0.1,Agressive,Agressive
2.98,0.34,3.12,3.11,2.16,-0.09,Agressive,Agressive
2.99,0.33,3.24,3.24,2.38,-0.08,Agressive,Agressive
3.03,0.33,3.52,3.47,2.7,-0.09,Agressive,Agressive
3.16,0.32,4,3.55,3.44,-0.09,Agressive,Agressive
3.31,0.3,4.36,4.15,3.52,-0.09,Agressive,Agressive
3.62,0.28,4.64,5.11,3.53,-0.05,Agressive,Agressive
4.18,0.24,4.65,5.49,3.53,-0.02,Agressive,Agressive
4.56,0.22,4.67,5.71,3.53,-0.02,Agressive,Agressive
4.71,0.21,4.69,5.8,3.53,-0.02,Agressive,Agressive
4.75,0.21,4.7,5.86,3.57,-0.02,Agressive,Agressive
4.81,0.21,4.62,5.98,3.56,-0.02,Agressive,Agressive
4.92,0.2,4.56,6.1,3.42,-0.02,Agressive,Agressive
4.96,0.2,4.56,6.12,3.36,-0.02,Agressive,Agressive
4.94,0.2,4.34,6.1,2.88,-0.02,Agressive,Agressive
4.91,0.2,4.01,6.1,2.22,-0.02,Agressive,Agressive
4.88,0.2,3.41,6.02,1.92,-0.02,Agressive,Agressive
4.78,0.21,2.95,5.71,1.86,-0.02,Agressive,Agressive
4.43,0.23,2.93,5.39,1.87,-0.03,Agressive,Agressive
3.91,0.26,2.71,5.17,2.03,-0.03,Agressive,Agressive
3.66,0.27,2.7,5.05,2.01,-0.03,Agressive,Agressive
3.54,0.28,2.64,4.91,1.8,-0.04,Agressive,Agressive
3.07,0.33,2.49,4.45,1.77,-0.07,Agressive,Agressive
2.25,0.44,2.83,3.65,1.81,-0.18,Agressive,Agressive
1.76,0.57,3.07,3.29,1.82,-0.31,Agressive,Agressive
1.63,0.61,3.09,3.33,1.8,-0.32,Agressive,Agressive
1.58,0.63,3.09,3.27,1.81,-0.27,Agressive,Agressive
1.6,0.62,3.1,3.17,1.79,-0.19,Agressive,Agressive
1.93,0.52,3.01,2.98,1.89,-0.13,Agressive,Agressive
2.02,0.49,3.07,2.85,1.76,-0.1,Agressive,Agressive
2.03,0.49,3.07,2.96,1.55,-0.1,Agressive,Agressive
2.12,0.47,3.12,3.03,2.03,-0.13,Agressive,Agressive
2.11,0.47,3.18,3,2.11,-0.14,Agressive,Agressive
2.02,0.5,3.29,3,2.15,-0.14,Agressive,Agressive
2.03,0.49,3.11,3,2.19,-0.14,Agressive,Agressive
2.1,0.48,2.99,3.06,2.22,-0.15,Agressive,Agressive
2.26,0.44,2.95,3.28,2.17,-0.16,Agressive,Agressive
2.37,0.42,3.06,3.31,2.21,-0.19,Agressive,Agressive
2.34,0.43,3.15,3.21,2.26,-0.27,Agressive,Agressive
2.35,0.43,3.13,3.33,2.32,-0.43,Agressive,Agressive
2.47,0.41,3.11,3.45,2.39,-0.45,Agressive,Agressive
2.51,0.4,3.16,3.61,3.2,-0.45,Agressive,Agressive
2.47,0.41,4.47,3.81,4.37,-0.43,Agressive,Agressive
2.57,0.39,4.98,3.96,4.84,-0.24,Agressive,Agressive
3.6,0.28,5.16,4.61,5.27,-0.04,Agressive,Agressive
4.95,0.2,5.32,5.95,5.31,-0.01,Agressive,Agressive
5.57,0.18,5.38,6.65,5.49,-0.01,Agressive,Agressive
5.74,0.17,5.42,6.81,5.52,-0.01,Agressive,Agressive
5.81,0.17,5.43,6.83,5.52,-0.01,Agressive,Agressive
5.83,0.17,5.43,6.83,5.53,-0.01,Agressive,Agressive
5.84,0.17,5.47,6.83,5.63,-0.01,Agressive,Agressive
5.84,0.17,5.48,6.83,5.63,-0.01,Agressive,Agressive
5.84,0.17,5.46,6.82,5.56,-0.01,Agressive,Agressive
5.85,0.17,5.16,6.82,5.34,-0.01,Agressive,Agressive
5.84,0.17,4.75,6.83,5.09,-0.01,Agressive,Agressive
5.67,0.18,5.2,6.67,4.74,-0.01,Agressive,Agressive
5.18,0.19,5.24,5.9,4.64,0,Agressive,Agressive
4.63,0.22,5.32,4.89,4.32,0,Agressive,Agressive
4.17,0.24,5.34,4.63,4.3,-0.01,Agressive,Agressive
4.29,0.23,5.4,4.78,4.35,-0.01,Agressive,Agressive
4.53,0.22,5.43,5.01,4.1,0,Agressive,Agressive
4.61,0.22,5.52,5.2,3.96,0,Agressive,Agressive
4.78,0.21,5.64,5.55,4.08,0,Agressive,Agressive
5.31,0.19,5.66,5.75,4.11,0,Agressive,Agressive
5.63,0.18,5.65,5.75,4.12,0,Agressive,Agressive
5.75,0.17,5.57,5.75,4.03,0,Agressive,Agressive
5.77,0.17,5.11,5.76,3.74,0,Agressive,Agressive
5.78,0.17,4.94,5.72,3.64,0,Agressive,Agressive
5.78,0.17,4.83,5.66,3.49,0,Agressive,Agressive
5.74,0.17,4.8,5.66,3.41,0,Agressive,Agressive
5.67,0.18,4.93,5.58,3.5,0,Agressive,Agressive
5.79,0.17,4.96,5.71,3.4,0,Agressive,Agressive
5.91,0.17,4.66,5.62,3.08,0,Agressive,Agressive
5.86,0.17,4.4,5.23,3,0,Agressive,Agressive
5.62,0.18,4.7,5.27,3.47,0,Agressive,Agressive
5.32,0.19,4.87,5.53,3.48,-0.01,Agressive,Agressive
5.28,0.19,4.86,5.79,3.5,0,Agressive,Agressive
5.49,0.18,4.96,6.2,3.57,0,Agressive,Agressive
5.62,0.18,5.27,6.7,3.59,0,Agressive,Agressive
5.77,0.17,5.29,7.11,3.59,0,Agressive,Agressive
5.83,0.17,5.37,7.36,3.74,0,Agressive,Agressive
2.71,0.37,3.4,3.43,2.7,-0.1,Happy,Happy
2.65,0.38,3.98,3.43,2.96,-0.1,Happy,Happy
2.93,0.34,4.03,3.71,2.91,-0.04,Happy,Happy
3.28,0.31,4.05,4.34,2.9,-0.01,Happy,Happy
3.18,0.31,4.05,4.65,3.05,0.01,Happy,Happy
3.19,0.31,4.29,4.74,3.07,0.01,Happy,Happy
3.29,0.3,4.42,4.8,3.2,0.02,Happy,Happy
3.32,0.3,4.46,4.89,3.24,0.01,Happy,Happy
3.57,0.28,4.66,5.13,3.46,0,Happy,Happy
3.88,0.26,4.69,5.47,3.92,0.01,Happy,Happy
4.03,0.25,4.7,5.75,3.96,0.01,Happy,Happy
4.12,0.24,4.64,5.87,3.91,0.01,Happy,Happy
4.12,0.24,4.49,5.89,3.91,0,Happy,Happy
4,0.25,4.78,5.83,4.21,0,Happy,Happy
4.04,0.25,5.12,5.96,4.26,0,Happy,Happy
4.44,0.23,5.14,6.71,4.22,0.01,Happy,Happy
4.73,0.21,5.04,7.13,4.16,0.01,Happy,Happy
5.14,0.19,5.04,7.18,4.15,0,Happy,Happy
5.26,0.19,5.01,7.17,4.19,0,Happy,Happy
5.25,0.19,4.85,7.15,4.02,0,Happy,Happy
5.22,0.19,4.82,7.08,3.7,0,Happy,Happy
5.19,0.19,4.83,7.03,3.68,0,Happy,Happy
5.17,0.19,4.85,7.04,4.02,0,Happy,Happy
5.17,0.19,4.84,7.04,4,0,Happy,Happy
5.19,0.19,3.8,7.05,3.55,0,Happy,Happy
5.15,0.19,3.76,6.99,3.64,0,Happy,Happy
5,0.2,3.77,6.5,3.64,0,Happy,Happy
4.59,0.22,3.67,5.67,3.6,-0.01,Happy,Happy
4.14,0.24,3.62,5.53,3.59,-0.03,Happy,Happy
3.76,0.27,3.61,5.5,3.47,-0.05,Happy,Happy
3.61,0.28,3.63,5.46,3.41,-0.06,Happy,Happy
3.43,0.29,3.66,5.42,3.4,-0.07,Happy,Happy
3.39,0.29,3.67,5.27,3.36,-0.08,Happy,Happy
3.5,0.29,3.54,5.22,2.37,-0.09,Happy,Happy
3.55,0.28,3.54,5.29,2.36,-0.08,Happy,Happy
3.51,0.28,3.56,5.19,2.35,-0.08,Happy,Happy
3.38,0.3,3.16,4.94,1.77,-0.1,Happy,Happy
3.33,0.3,3.25,4.55,1.69,-0.1,Happy,Happy
3.27,0.31,3.29,4.29,1.71,-0.09,Happy,Happy
3.08,0.32,3.29,4.29,1.7,-0.08,Happy,Happy
3.13,0.32,3.46,4.57,1.86,-0.06,Happy,Happy
3.5,0.29,3.64,4.84,2.32,-0.03,Happy,Happy
3.83,0.26,4.4,5.03,3.13,-0.03,Happy,Happy
5.32,0.19,4.97,7.07,3.24,-0.01,Happy,Happy
6.23,0.16,5.06,8.34,3.39,0,Happy,Happy
6.44,0.16,5.09,8.78,3.42,0,Happy,Happy
6.49,0.15,5.09,8.89,3.51,0,Happy,Happy
6.54,0.15,5.09,8.94,3.68,0,Happy,Happy
6.57,0.15,5.07,8.97,3.79,0,Happy,Happy
6.58,0.15,5.07,8.99,3.81,0,Happy,Happy
6.58,0.15,5.09,9,3.86,0,Happy,Happy
6.58,0.15,5.06,8.99,3.86,0,Happy,Happy
6.57,0.15,4.91,8.99,3.8,0,Happy,Happy
6.53,0.15,4.64,8.95,3.78,0,Happy,Happy
6.18,0.16,4.28,8.59,3.83,0,Happy,Happy
5.32,0.19,4.03,7.9,3.77,-0.01,Happy,Happy
4.64,0.22,4.08,7.59,3.74,-0.03,Happy,Happy
4.44,0.23,4.08,7.58,3.76,-0.03,Happy,Happy
3.7,0.27,4.17,7.48,3.67,-0.07,Happy,Happy
3.42,0.29,4.23,7.39,3.64,-0.1,Happy,Happy
3.55,0.28,4.46,7.35,3.63,-0.09,Happy,Happy
3.76,0.27,4.49,7.36,3.58,-0.08,Happy,Happy
4,0.25,4.63,7.37,3.61,-0.07,Happy,Happy
3.92,0.25,5.04,7.37,3.97,-0.06,Happy,Happy
4.08,0.24,5.22,7.37,3.76,-0.05,Happy,Happy
4.26,0.23,5.26,7.27,3.69,-0.05,Happy,Happy
4.36,0.23,5.27,7,3.93,-0.05,Happy,Happy
4.42,0.23,5.61,6.79,3.97,-0.04,Happy,Happy
4.71,0.21,5.61,7.11,3.88,-0.03,Happy,Happy
4.95,0.2,5.66,7.53,3.91,-0.03,Happy,Happy
4.98,0.2,5.69,7.67,3.94,-0.02,Happy,Happy
5.01,0.2,5.61,7.73,3.93,-0.02,Happy,Happy
4.94,0.2,5.68,7.8,4.02,-0.02,Happy,Happy
4.89,0.2,5.69,7.86,3.99,-0.01,Happy,Happy
5.03,0.2,5.55,7.88,3.56,0,Happy,Happy
5.16,0.19,5.4,7.88,3.67,0,Happy,Happy
5.18,0.19,5.59,7.88,4.06,0.01,Happy,Happy
5.19,0.19,5.6,7.87,3.82,0.01,Happy,Happy
5.16,0.19,5.34,7.76,3.82,0.01,Happy,Happy
4.92,0.2,5.32,7.36,3.91,0.02,Happy,Happy
4.84,0.21,5.23,6.97,3.95,0.02,Happy,Happy
4.82,0.21,5.23,6.82,3.9,0.02,Happy,Happy
4.84,0.21,5.26,6.57,3.92,0.02,Happy,Happy
4.87,0.21,5.13,6.23,3.85,0.02,Happy,Happy
4.82,0.21,5.13,5.95,4.12,0.02,Happy,Happy
4.82,0.21,6.38,5.93,4.21,0.01,Happy,Happy
5.58,0.18,6.43,6.6,4.07,0,Happy,Happy
6.01,0.17,6.4,7.03,3.9,0,Happy,Happy
6.08,0.16,6.39,7.15,3.9,0,Happy,Happy
6.07,0.16,6.4,7.21,3.92,0,Happy,Happy
6.1,0.16,6.63,7.25,3.96,0,Happy,Happy
6.24,0.16,6.69,7.37,3.91,0,Happy,Happy
6.41,0.16,6.69,7.51,3.93,0,Happy,Happy
6.48,0.15,6.69,7.57,3.89,0,Happy,Happy
6.5,0.15,6.7,7.59,3.88,0,Happy,Happy
6.52,0.15,6.3,7.59,3.34,0,Happy,Happy
6.45,0.16,5.81,7.51,3.31,0,Happy,Happy
6.11,0.16,5.77,7.28,3.35,-0.01,Happy,Happy
5.77,0.17,5.78,7.06,3.29,-0.01,Happy,Happy
5.76,0.17,5.79,7.06,3.2,-0.01,Happy,Happy
