alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Respuesta
1.64,0.61,3.22,2.95,3.56,-0.06,Calm,Agressive
1.72,0.58,3.23,3.12,3.69,-0.12,Calm,Agressive
1.79,0.56,3.19,3.34,3.72,-0.16,Calm,Agressive
1.8,0.55,3.18,3.52,3.72,-0.14,Calm,Agressive
1.85,0.54,3.03,3.66,2.86,-0.1,Calm,Agressive
1.87,0.53,3.04,3.76,2.76,-0.1,Calm,Agressive
1.87,0.54,3.04,3.82,2.72,-0.09,Calm,Agressive
1.95,0.51,3.09,3.83,2.73,-0.08,Calm,Agressive
1.99,0.5,2.86,3.89,2.83,-0.08,Calm,Agressive
1.93,0.52,3.09,3.92,3.01,-0.09,Calm,Agressive
2.23,0.45,3.85,4.04,3.1,-0.09,Calm,Agressive
2.87,0.35,3.87,4.31,3.41,-0.03,Calm,Agressive
3.11,0.32,4.29,4.37,3.63,-0.01,Calm,Agressive
3.15,0.32,4.43,4.47,3.64,0,Calm,Agressive
3.37,0.3,4.76,4.65,3.67,0,Calm,Agressive
3.42,0.29,4.81,4.97,3.74,0,Calm,Agressive
3.56,0.28,4.81,5.25,3.76,0,Calm,Agressive
3.66,0.27,4.81,5.34,3.86,0,Calm,Agressive
3.64,0.27,4.81,5.45,3.88,0,Calm,Agressive
3.64,0.27,4.8,5.76,3.82,0,Calm,Agressive
3.67,0.27,4.75,5.95,3.77,0,Calm,Agressive
3.63,0.28,4.78,5.94,3.8,0,Calm,Agressive
3.67,0.27,4.81,6.14,3.34,0.01,Calm,Agressive
4.09,0.24,4.67,6.53,3.25,0.01,Calm,Agressive
4.32,0.23,4.71,6.64,3.25,0.01,Calm,Agressive
4.51,0.22,4.36,6.6,3.24,0.01,Calm,Agressive
4.68,0.21,4.35,6.67,3.17,0.01,Calm,Agressive
4.65,0.22,4.6,6.73,3.43,0.01,Calm,Agressive
4.65,0.21,4.74,6.73,3.5,0.01,Calm,Agressive
4.8,0.21,4.78,6.81,3.53,0,Calm,Agressive
4.98,0.2,4.78,6.91,3.53,0,Calm,Agressive
5.08,0.2,4.74,6.94,3.49,0,Calm,Agressive
5.11,0.2,4.53,6.94,3.51,0,Calm,Agressive
5.05,0.2,4.53,6.82,3.49,0,Calm,Agressive
4.96,0.2,4.27,6.55,3.42,0,Calm,Agressive
4.89,0.2,4.32,6.48,3.42,0,Calm,Agressive
4.78,0.21,4.28,6.45,3.4,0,Calm,Agressive
4.79,0.21,4.23,6.37,3.36,0,Calm,Agressive
4.8,0.21,3.9,6.38,3.39,0,Calm,Agressive
4.74,0.21,3.58,6.45,3.1,0,Calm,Agressive
4.56,0.22,3.84,6.45,3.14,0,Calm,Agressive
4.38,0.23,3.88,6.47,3.15,0,Calm,Agressive
4.5,0.22,3.87,6.44,3.12,-0.01,Calm,Agressive
4.6,0.22,3.85,6.47,2.99,-0.01,Calm,Agressive
4.6,0.22,3.92,6.52,3.03,-0.01,Calm,Agressive
4.62,0.22,4.04,6.54,3.07,-0.01,Calm,Agressive
4.56,0.22,3.97,6.55,3.01,-0.02,Calm,Agressive
4.44,0.22,4,6.49,3.04,-0.02,Calm,Agressive
4.37,0.23,4.03,6.4,2.94,-0.02,Calm,Agressive
4.38,0.23,3.95,6.33,2.55,-0.02,Calm,Agressive
4.42,0.23,4.05,6.25,2.54,-0.02,Calm,Agressive
4.47,0.22,3.91,6.16,2.41,-0.02,Calm,Agressive
4.45,0.22,4.02,6.38,2.41,-0.02,Calm,Agressive
4.54,0.22,3.97,6.54,2.46,-0.01,Calm,Agressive
4.51,0.22,3.96,6.48,2.52,-0.02,Calm,Agressive
4.41,0.23,3.84,6.43,2.34,-0.02,Calm,Agressive
4.53,0.22,3.76,6.42,2.29,-0.01,Calm,Agressive
4.97,0.2,3.79,6.5,2.38,-0.01,Calm,Agressive
5.25,0.19,3.75,6.61,2.33,0,Calm,Agressive
5.34,0.19,3.74,6.66,2.24,0,Calm,Agressive
5.34,0.19,3.63,6.66,2.25,0,Calm,Agressive
5.32,0.19,3.47,6.6,2.18,0,Calm,Agressive
5.29,0.19,3.43,6.31,2.13,0,Calm,Agressive
5.17,0.19,3.42,5.84,2.18,0,Calm,Agressive
5.09,0.2,3.5,5.66,2.17,-0.01,Calm,Agressive
5.18,0.19,3.75,5.72,2.33,-0.01,Calm,Agressive
5.3,0.19,3.78,5.88,2.32,-0.01,Calm,Agressive
5.16,0.19,3.8,5.97,2.28,-0.01,Calm,Agressive
4.92,0.2,3.76,5.86,2.16,-0.01,Calm,Agressive
4.66,0.21,3.75,5.69,2.37,-0.01,Calm,Agressive
4.54,0.22,3.96,5.69,2.99,-0.02,Calm,Agressive
4.59,0.22,4.18,5.81,3.07,-0.02,Calm,Agressive
5.05,0.2,4.27,6.35,3.2,-0.01,Calm,Agressive
5.51,0.18,4.26,7.01,3.21,-0.01,Calm,Agressive
5.64,0.18,4.24,7.29,3.19,-0.01,Calm,Agressive
5.62,0.18,4.21,7.37,3.21,-0.01,Calm,Agressive
5.59,0.18,4.15,7.38,3.19,-0.01,Calm,Agressive
5.6,0.18,4.59,7.39,3.3,-0.01,Calm,Agressive
5.61,0.18,4.93,7.4,3.53,-0.01,Calm,Agressive
5.68,0.18,4.98,7.41,3.72,-0.01,Calm,Agressive
5.84,0.17,5.06,7.4,3.77,-0.01,Calm,Agressive
5.99,0.17,5.05,7.42,3.61,-0.01,Calm,Agressive
5.96,0.17,5.13,7.38,3.78,-0.01,Calm,Agressive
5.93,0.17,5.21,7.12,3.86,-0.01,Calm,Agressive
5.87,0.17,5.29,6.87,3.86,-0.01,Calm,Agressive
5.84,0.17,5.29,6.76,3.85,-0.01,Calm,Agressive
5.89,0.17,5.27,6.69,3.84,0,Calm,Agressive
5.83,0.17,5.2,6.64,3.77,0,Calm,Agressive
5.79,0.17,5.04,6.58,3.67,0,Calm,Agressive
5.77,0.17,4.7,6.48,3.46,0,Calm,Agressive
5.67,0.18,4.73,6.46,3.43,0,Calm,Agressive
5.4,0.19,5.17,6.48,3.94,0,Calm,Agressive
5.32,0.19,5.17,6.34,3.82,-0.01,Calm,Agressive
5.35,0.19,5.08,6.46,3.75,0,Calm,Agressive
5.08,0.2,4.88,6.3,3.62,-0.01,Calm,Agressive
4.92,0.2,4.87,5.82,3.64,-0.01,Calm,Agressive
4.75,0.21,4.91,5.78,3.71,-0.01,Calm,Agressive
4.65,0.22,4.94,5.94,3.75,-0.01,Calm,Agressive
4.61,0.22,5,6.03,3.8,-0.01,Calm,Agressive
4.75,0.21,5.05,6.11,3.83,-0.01,Calm,Agressive
5.16,0.19,4.53,6.51,3.07,-0.06,Agressive,Happy
5.06,0.2,4.27,6.29,2.83,-0.06,Agressive,Happy
4.88,0.2,4.17,5.82,2.57,-0.06,Agressive,Happy
4.53,0.22,4.01,5.61,2.15,-0.06,Agressive,Happy
3.96,0.25,3.49,5.17,1.76,-0.07,Agressive,Happy
3.43,0.29,3.16,4.07,1.66,-0.08,Agressive,Happy
3.03,0.33,3.01,3.49,1.61,-0.1,Agressive,Happy
3.06,0.33,2.88,3.57,1.59,-0.1,Agressive,Happy
2.92,0.34,2.89,3.5,1.58,-0.09,Agressive,Happy
2.74,0.36,2.94,3.36,1.58,-0.08,Agressive,Happy
2.62,0.38,2.79,3.3,1.57,-0.09,Agressive,Happy
2.55,0.39,2.6,3.23,1.69,-0.13,Agressive,Happy
2.42,0.41,2.57,3.14,1.66,-0.16,Agressive,Happy
2.38,0.42,2.41,3.04,1.48,-0.17,Agressive,Happy
2.36,0.42,2.35,2.84,1.55,-0.17,Agressive,Happy
2.22,0.45,2.36,2.57,1.7,-0.19,Agressive,Happy
2.29,0.44,2.34,2.4,1.66,-0.22,Agressive,Happy
2.4,0.42,2.33,2.28,1.69,-0.23,Agressive,Happy
2.28,0.44,2.47,2.42,1.67,-0.27,Agressive,Happy
2.24,0.45,2.6,2.69,1.69,-0.36,Agressive,Happy
2.52,0.4,2.51,2.84,1.66,-0.28,Agressive,Happy
2.64,0.38,2.51,3.02,1.69,-0.25,Agressive,Happy
2.65,0.38,2.56,3.15,1.57,-0.25,Agressive,Happy
2.62,0.38,2.62,3.21,1.75,-0.25,Agressive,Happy
2.67,0.37,2.69,3.22,2.24,-0.21,Agressive,Happy
2.89,0.35,4.47,3.4,3.18,-0.17,Agressive,Happy
3.5,0.29,4.68,4.57,3.18,-0.1,Agressive,Happy
4.25,0.24,4.69,5.27,3.18,-0.06,Agressive,Happy
4.51,0.22,4.7,5.54,3.24,-0.05,Agressive,Happy
4.54,0.22,4.68,5.73,3.23,-0.05,Agressive,Happy
4.52,0.22,4.69,5.88,3.29,-0.05,Agressive,Happy
4.5,0.22,4.71,5.94,3.34,-0.06,Agressive,Happy
4.52,0.22,4.71,5.95,3.34,-0.06,Agressive,Happy
4.53,0.22,4.69,5.97,3.41,-0.06,Agressive,Happy
4.53,0.22,4.78,6,3.47,-0.06,Agressive,Happy
4.56,0.22,4.93,6.16,3.05,-0.06,Agressive,Happy
4.66,0.21,4.15,6.58,2.91,-0.05,Agressive,Happy
4.61,0.22,3.91,6.93,2.91,-0.06,Agressive,Happy
4.24,0.24,4.07,7.09,3.05,-0.07,Agressive,Happy
4.05,0.25,4.38,7.21,3.38,-0.07,Agressive,Happy
4.11,0.24,4.72,7.32,3.4,-0.07,Agressive,Happy
4.78,0.21,4.77,7.31,3.34,-0.06,Agressive,Happy
5.21,0.19,4.76,7.32,3.32,-0.05,Agressive,Happy
5.34,0.19,4.76,7.35,3.28,-0.05,Agressive,Happy
5.36,0.19,4.77,7.35,3.3,-0.05,Agressive,Happy
5.37,0.19,4.53,7.35,3.2,-0.05,Agressive,Happy
5.34,0.19,4.85,7.28,3.21,-0.05,Agressive,Happy
5.24,0.19,4.87,6.97,3.24,-0.06,Agressive,Happy
5.24,0.19,4.9,6.5,3.26,-0.05,Agressive,Happy
5.26,0.19,4.79,6.25,3.16,-0.05,Agressive,Happy
5.25,0.19,4.54,5.9,2.68,-0.05,Agressive,Happy
5.18,0.19,4.36,5.3,2.67,-0.06,Agressive,Happy
4.76,0.21,4.26,5.23,2.7,-0.06,Agressive,Happy
3.89,0.26,4.27,4.82,3.3,-0.07,Agressive,Happy
3.56,0.28,4.34,4.47,3.46,-0.08,Agressive,Happy
3.45,0.29,4.48,4.46,3.71,-0.07,Agressive,Happy
3.47,0.29,4.45,4.46,3.86,-0.03,Agressive,Happy
3.6,0.28,3.97,4.43,4.16,0.01,Agressive,Happy
3.52,0.28,3.97,4.21,4.2,0.03,Agressive,Happy
3.06,0.33,3.97,3.81,4.26,0.08,Agressive,Happy
2.86,0.35,3.99,3.53,4.34,0.13,Agressive,Happy
2.82,0.35,4.06,3.41,4.4,0.13,Agressive,Happy
2.66,0.38,4.18,3.33,4.53,0.14,Agressive,Happy
2.65,0.38,4.6,3.45,4.7,0.16,Agressive,Happy
3.62,0.28,4.68,4.73,4.69,0.21,Agressive,Happy
4.35,0.23,4.66,5.66,4.78,0.22,Agressive,Happy
4.47,0.22,4.66,5.94,4.79,0.22,Agressive,Happy
4.5,0.22,4.64,6,4.82,0.21,Agressive,Happy
4.54,0.22,4.67,6.01,4.74,0.21,Agressive,Happy
4.57,0.22,4.69,6.02,4.73,0.21,Agressive,Happy
4.57,0.22,4.7,6.04,4.74,0.2,Agressive,Happy
4.57,0.22,4.62,6.06,4.71,0.19,Agressive,Happy
4.57,0.22,4.66,6.06,4.7,0.2,Agressive,Happy
4.58,0.22,4.53,6.07,4.56,0.22,Agressive,Happy
4.51,0.22,4.19,6.01,4.31,0.22,Agressive,Happy
4.07,0.25,4.14,5.54,4.18,0.18,Agressive,Happy
3.49,0.29,4.03,4.7,3.75,0.14,Agressive,Happy
3.2,0.31,3.88,4.22,3.7,0.13,Agressive,Happy
2.94,0.34,3.78,4.06,3.27,0.14,Agressive,Happy
2.5,0.4,3.61,3.93,2.9,0.12,Agressive,Happy
2.25,0.44,3.53,3.79,2.83,0.12,Agressive,Happy
2.31,0.43,3.37,3.78,2.36,0.11,Agressive,Happy
2.52,0.4,3.89,3.71,2.38,0.03,Agressive,Happy
3.24,0.31,3.87,3.97,2.34,-0.1,Agressive,Happy
3.9,0.26,4.13,4.38,2.61,-0.16,Agressive,Happy
4.41,0.23,4.2,5,2.56,-0.04,Agressive,Happy
4.64,0.22,4.25,5.57,2.58,0,Agressive,Happy
4.66,0.21,4.26,5.76,2.58,0,Agressive,Happy
4.7,0.21,4.26,5.82,2.57,0,Agressive,Happy
4.74,0.21,4.27,5.86,2.57,0,Agressive,Happy
4.78,0.21,4.27,5.89,2.58,0,Agressive,Happy
4.81,0.21,4.26,5.89,2.61,0,Agressive,Happy
4.83,0.21,4.17,5.89,2.34,0,Agressive,Happy
4.8,0.21,3.77,5.87,2.16,0.01,Agressive,Happy
4.67,0.21,3.7,5.78,1.8,0.02,Agressive,Happy
4.42,0.23,3.23,5.61,1.67,0.05,Agressive,Happy
3.96,0.25,3.03,5.12,1.63,0.06,Agressive,Happy
3.51,0.28,2.86,4.34,1.58,0.02,Agressive,Happy
3.42,0.29,2.78,4.06,1.59,-0.01,Agressive,Happy
3.21,0.31,2.7,3.88,1.57,0,Agressive,Happy
2.95,0.34,2.68,3.53,1.54,-0.03,Agressive,Happy
2.78,0.36,2.68,3.24,1.69,-0.07,Agressive,Happy
2.58,0.39,3.06,3.16,1.91,-0.1,Agressive,Happy
2.48,0.4,3.52,3.11,1.95,-0.07,Agressive,Happy
2.82,0.35,3.53,3.27,1.96,-0.03,Agressive,Happy
3.05,0.33,3.54,3.59,2.09,-0.03,Agressive,Happy
3.1,0.32,3.44,3.79,2.12,-0.02,Agressive,Happy
4.26,0.23,5.77,4.1,2.83,-0.01,Sad,Happy
4.35,0.23,6.13,4.27,2.97,-0.01,Sad,Happy
4.8,0.21,6.15,5.38,2.91,0,Sad,Happy
5.18,0.19,6.14,5.92,2.9,0,Sad,Happy
5.28,0.19,6.15,6.04,2.91,0,Sad,Happy
5.29,0.19,6.15,6.09,2.99,0,Sad,Happy
5.32,0.19,6.15,6.24,2.99,0,Sad,Happy
5.34,0.19,6.15,6.41,3.04,0,Sad,Happy
5.35,0.19,6.15,6.51,3.04,0,Sad,Happy
5.35,0.19,6.12,6.54,3.07,0,Sad,Happy
5.25,0.19,5.9,6.55,3.16,0,Sad,Happy
5.1,0.2,4.96,6.61,3.21,0,Sad,Happy
5.08,0.2,3.66,6.65,3.34,0,Sad,Happy
4.69,0.21,3.73,6.45,3.39,-0.01,Sad,Happy
4.02,0.25,3.74,6.23,3.42,-0.02,Sad,Happy
3.91,0.26,3.92,6.24,3.47,-0.03,Sad,Happy
3.75,0.27,4.05,6.21,3.47,-0.03,Sad,Happy
3.65,0.27,4.05,6.19,3.65,-0.03,Sad,Happy
3.9,0.26,4.3,6.13,3.95,-0.01,Sad,Happy
4.5,0.22,4.88,6.22,4.42,0.01,Sad,Happy
5.58,0.18,5.12,6.58,4.43,0.01,Sad,Happy
6.25,0.16,5.35,6.99,4.85,0,Sad,Happy
6.64,0.15,5.62,7.17,4.98,0,Sad,Happy
6.76,0.15,5.7,7.26,5.06,0,Sad,Happy
6.8,0.15,5.95,7.5,5.09,0,Sad,Happy
6.93,0.14,6.1,7.73,5.13,0,Sad,Happy
7.1,0.14,6.11,7.78,5.15,0,Sad,Happy
7.21,0.14,6.1,7.87,5.16,0,Sad,Happy
7.25,0.14,6.1,8.07,5.11,0,Sad,Happy
7.24,0.14,6.04,8.19,5,0,Sad,Happy
7.21,0.14,5.96,8.2,4.88,0,Sad,Happy
7.08,0.14,5.9,8.11,4.68,0,Sad,Happy
6.79,0.15,5.65,8.04,4.2,0,Sad,Happy
6.55,0.15,5.73,8.02,4.18,0,Sad,Happy
6.54,0.15,5.66,8.02,3.96,0,Sad,Happy
6.6,0.15,5.16,8.06,4.03,0,Sad,Happy
6.54,0.15,5.47,8.09,4.07,0,Sad,Happy
6.38,0.16,5.44,8.04,4,0,Sad,Happy
6.27,0.16,5.47,7.91,3.94,0,Sad,Happy
6.21,0.16,5.44,7.71,3.91,0,Sad,Happy
6.2,0.16,5.44,7.58,3.82,0,Sad,Happy
6.17,0.16,5.31,7.55,3.83,0,Sad,Happy
6.1,0.16,5.34,7.52,3.87,0,Sad,Happy
6.05,0.17,5.34,7.46,3.87,0,Sad,Happy
6.03,0.17,5.04,7.39,3.79,0,Sad,Happy
5.85,0.17,5.08,7.08,3.71,0,Sad,Happy
5.36,0.19,4.89,6.51,3.4,0,Sad,Happy
4.7,0.21,4.62,5.98,3.91,0,Sad,Happy
4.22,0.24,4.58,5.85,3.91,0,Sad,Happy
4.44,0.23,4.54,6.12,3.89,0,Sad,Happy
4.59,0.22,4.51,6.31,3.89,0,Sad,Happy
4.57,0.22,4.48,6.35,3.89,-0.01,Sad,Happy
4.58,0.22,4.46,6.31,3.81,-0.01,Sad,Happy
4.59,0.22,4.37,6.29,3.77,0,Sad,Happy
4.62,0.22,4.35,6.29,3.75,0,Sad,Happy
4.63,0.22,4.06,6.28,3.51,0,Sad,Happy
4.6,0.22,3.8,6.24,3.49,0,Sad,Happy
4.59,0.22,3.76,6.08,2.78,0,Sad,Happy
4.57,0.22,3.17,6,2.05,0,Sad,Happy
4.22,0.24,2.76,5.78,1.92,-0.01,Sad,Happy
3.7,0.27,2.72,5.13,1.95,-0.01,Sad,Happy
3.65,0.27,2.62,4.53,1.86,-0.02,Sad,Happy
3.71,0.27,2.52,4.26,2,-0.02,Sad,Happy
3.61,0.28,3.08,4.1,1.96,-0.02,Sad,Happy
3.5,0.29,3.21,4.22,2.08,-0.03,Sad,Happy
3.66,0.27,4.82,4.45,3.27,-0.03,Sad,Happy
4.3,0.23,4.88,4.63,3.34,-0.01,Sad,Happy
4.68,0.21,4.89,4.96,3.34,-0.01,Sad,Happy
4.69,0.21,4.89,5.15,3.33,0,Sad,Happy
4.64,0.22,4.9,5.12,3.32,0,Sad,Happy
4.68,0.21,4.9,5.13,3.35,0,Sad,Happy
4.67,0.21,4.91,5.19,3.35,0,Sad,Happy
4.64,0.22,4.93,5.22,3.35,0,Sad,Happy
4.62,0.22,4.9,5.26,3.37,0,Sad,Happy
4.64,0.22,4.87,5.26,3.42,0,Sad,Happy
4.6,0.22,4.72,5.15,2.99,0,Sad,Happy
4.38,0.23,3.16,5.06,2.4,0,Sad,Happy
3.8,0.26,3.12,4.81,2.29,-0.01,Sad,Happy
3.21,0.31,3.09,4.34,2.27,-0.04,Sad,Happy
3.11,0.32,3.06,4.16,2.27,-0.06,Sad,Happy
2.92,0.34,3.08,4.19,2.26,-0.08,Sad,Happy
2.62,0.38,3,4.04,2.15,-0.1,Sad,Happy
2.56,0.39,3.07,3.8,2.18,-0.11,Sad,Happy
2.53,0.4,2.88,3.6,2.06,-0.1,Sad,Happy
2.41,0.41,2.87,3.43,1.9,-0.1,Sad,Happy
2.3,0.43,2.78,3.39,1.7,-0.14,Sad,Happy
2.37,0.42,2.8,3.49,1.51,-0.16,Sad,Happy
2.32,0.43,2.73,3.45,1.49,-0.16,Sad,Happy
1.97,0.51,2.64,3.4,1.58,-0.18,Sad,Happy
1.55,0.64,2.56,3.37,1.55,-0.29,Sad,Happy
1.54,0.65,2.5,3.26,1.56,-0.27,Sad,Happy
1.67,0.6,2.55,3.24,1.58,-0.22,Sad,Happy
1.8,0.55,2.65,3.38,1.63,-0.19,Sad,Happy
1.81,0.55,2.49,3.44,1.61,-0.2,Sad,Happy
1.8,0.55,2.5,3.38,1.61,-0.22,Sad,Happy
1.82,0.55,2.42,3.32,1.61,-0.2,Sad,Happy
1.65,0.6,2.36,3.23,1.67,-0.14,Sad,Happy
1.48,0.68,2.5,3.16,1.62,-0.07,Sad,Happy
1.55,0.65,2.6,3.11,1.69,-0.07,Sad,Happy
1.52,0.66,2.73,3.08,1.74,-0.05,Sad,Happy
1.57,0.64,2.78,3.1,1.89,-0.06,Sad,Happy
1.56,0.64,2.99,3.11,1.98,-0.06,Sad,Happy
1.75,0.57,2.98,3.37,2.16,-0.06,Sad,Happy
2.58,0.39,3.29,3.65,2.97,-0.02,Sad,Happy
3.14,0.32,3.83,3.76,3.16,-0.01,Sad,Happy
3.65,0.27,4.23,4.94,3.74,-0.03,Sad,Happy
3.92,0.26,4.51,6,4.21,-0.04,Sad,Happy
5.03,0.2,4.95,6.52,3.89,0,Calm,Calm
5.49,0.18,5.38,6.96,4.31,0,Calm,Calm
5.86,0.17,5.55,7.04,4.29,0,Calm,Calm
5.97,0.17,5.6,7.2,4.3,0,Calm,Calm
5.99,0.17,5.63,7.41,4.3,0,Calm,Calm
6.04,0.17,5.62,7.52,4.36,0,Calm,Calm
6.08,0.16,5.68,7.55,4.41,0,Calm,Calm
6.1,0.16,5.82,7.55,4.46,0,Calm,Calm
6.15,0.16,5.82,7.6,4.44,0,Calm,Calm
6.22,0.16,5.66,7.61,4.26,0,Calm,Calm
6.14,0.16,5.48,7.48,4.06,0,Calm,Calm
5.92,0.17,5.35,7.16,3.38,-0.01,Calm,Calm
5.57,0.18,4.94,6.91,3.16,-0.01,Calm,Calm
5.25,0.19,4.78,6.86,3.19,-0.01,Calm,Calm
5.16,0.19,4.66,6.65,3.18,-0.01,Calm,Calm
5.11,0.2,4.61,6.22,3.16,-0.01,Calm,Calm
5.01,0.2,4.6,5.81,2.76,-0.01,Calm,Calm
4.91,0.2,4.23,5.71,2.7,-0.01,Calm,Calm
4.89,0.2,3.69,5.59,2.22,-0.01,Calm,Calm
4.69,0.21,3.62,5.02,2.1,-0.01,Calm,Calm
4.33,0.23,3.59,4.82,2.54,-0.01,Calm,Calm
4.04,0.25,3.71,4.9,2.54,-0.01,Calm,Calm
3.84,0.26,3.71,4.82,2.53,-0.01,Calm,Calm
3.74,0.27,3.64,4.54,2.46,-0.01,Calm,Calm
3.7,0.27,3.48,4.26,2.41,-0.01,Calm,Calm
3.63,0.28,3.28,4.17,2.43,-0.02,Calm,Calm
3.47,0.29,3.28,4.05,2.44,-0.04,Calm,Calm
3.32,0.3,3.27,3.88,2.37,-0.06,Calm,Calm
3.3,0.3,3.22,3.85,2.4,-0.07,Calm,Calm
3.31,0.3,3.2,3.89,2.62,-0.06,Calm,Calm
3.7,0.27,3.94,4.27,2.87,-0.03,Calm,Calm
4.46,0.22,4.06,5.11,2.61,-0.01,Calm,Calm
4.9,0.2,4.16,5.41,2.8,-0.01,Calm,Calm
4.97,0.2,4.14,5.41,2.81,-0.01,Calm,Calm
4.94,0.2,4.14,5.49,2.78,-0.01,Calm,Calm
4.93,0.2,4.17,5.62,2.78,0,Calm,Calm
4.92,0.2,4.18,5.69,2.77,0,Calm,Calm
4.92,0.2,4.18,5.74,2.77,0,Calm,Calm
4.92,0.2,4.28,5.76,2.84,0,Calm,Calm
4.92,0.2,4.32,5.78,2.82,0,Calm,Calm
4.93,0.2,4.29,5.81,2.27,0,Calm,Calm
4.74,0.21,3.89,5.61,2.31,0,Calm,Calm
4.02,0.25,4.11,5.15,2.36,0,Calm,Calm
3.41,0.29,3.86,5.01,1.9,-0.01,Calm,Calm
3.35,0.3,3.87,4.97,1.88,-0.02,Calm,Calm
3.37,0.3,3.85,4.73,1.99,-0.02,Calm,Calm
3.4,0.29,3.85,4.52,2.57,-0.03,Calm,Calm
3.48,0.29,4.09,4.79,2.86,-0.03,Calm,Calm
3.86,0.26,4.2,5.58,2.94,-0.02,Calm,Calm
4.44,0.23,4.18,5.9,2.99,-0.01,Calm,Calm
4.63,0.22,4.21,6.05,3.02,-0.01,Calm,Calm
4.63,0.22,4.2,6.28,3.02,-0.01,Calm,Calm
4.72,0.21,3.92,6.39,2.97,-0.01,Calm,Calm
4.75,0.21,3.81,6.39,2.96,-0.01,Calm,Calm
4.71,0.21,3.92,6.39,2.98,-0.01,Calm,Calm
4.74,0.21,3.9,6.41,2.98,-0.01,Calm,Calm
4.84,0.21,3.93,6.42,2.93,-0.01,Calm,Calm
4.93,0.2,3.91,6.4,2.62,-0.01,Calm,Calm
4.95,0.2,3.51,6.21,2.1,-0.01,Calm,Calm
4.73,0.21,3.5,5.82,2.03,-0.01,Calm,Calm
4.36,0.23,3.24,5.62,1.96,-0.01,Calm,Calm
4.3,0.23,3.04,5.37,1.83,-0.01,Calm,Calm
4.14,0.24,3.04,4.83,1.81,-0.01,Calm,Calm
4.01,0.25,3.12,4.54,1.81,0,Calm,Calm
3.96,0.25,2.92,4.44,1.79,0,Calm,Calm
3.95,0.25,2.75,4.39,1.65,0,Calm,Calm
3.77,0.27,2.72,4.25,1.64,0,Calm,Calm
3.34,0.3,2.66,4.14,1.6,0.01,Calm,Calm
2.96,0.34,2.52,4.15,1.59,0.04,Calm,Calm
2.71,0.37,2.49,4.11,1.41,0.06,Calm,Calm
2.65,0.38,2.36,4.03,1.31,0.07,Calm,Calm
2.4,0.42,2.33,4,1.34,0.08,Calm,Calm
2.13,0.47,2.36,3.76,1.5,0.07,Calm,Calm
2.06,0.48,2.35,3.02,1.49,0.06,Calm,Calm
2.1,0.48,2.31,2.12,1.54,0.08,Calm,Calm
2.28,0.44,2.25,2.23,1.84,0.13,Calm,Calm
2.44,0.41,2.52,2.87,1.97,0.08,Calm,Calm
2.55,0.39,2.72,3.44,1.95,0,Calm,Calm
2.65,0.38,2.71,3.69,1.93,-0.03,Calm,Calm
2.72,0.37,2.78,3.74,2.05,-0.02,Calm,Calm
2.81,0.36,2.89,3.73,2.19,-0.01,Calm,Calm
3.29,0.3,3.81,4.55,2.64,0,Calm,Calm
3.87,0.26,3.92,5.69,2.68,0,Calm,Calm
4.09,0.24,3.95,6.03,2.77,0,Calm,Calm
4.32,0.23,4.04,6.13,2.97,0,Calm,Calm
4.56,0.22,4.36,6.26,3.15,0,Calm,Calm
4.91,0.2,4.36,6.28,3.12,0,Calm,Calm
5.18,0.19,4.38,6.37,3.26,0,Calm,Calm
5.36,0.19,4.39,6.39,3.32,0,Calm,Calm
5.45,0.18,4.43,6.39,3.44,0,Calm,Calm
5.45,0.18,4.42,6.41,3.41,0,Calm,Calm
5.48,0.18,4.28,6.45,3.44,0,Calm,Calm
5.48,0.18,4.07,6.34,3.44,0,Calm,Calm
5.48,0.18,4.23,5.9,3.42,0,Calm,Calm
5.48,0.18,4.14,5.6,3.35,0,Calm,Calm
5.46,0.18,4.02,5.42,3.11,0,Calm,Calm
5.3,0.19,3.67,5.32,3.05,0,Calm,Calm
5.11,0.2,3.61,5.13,3.05,0,Calm,Calm
4.83,0.21,3.61,4.89,2.84,0,Calm,Calm
4.46,0.22,3.62,4.99,2.85,0,Calm,Calm
4.41,0.23,3.72,5.01,2.7,0,Calm,Calm
4.38,0.23,3.97,4.87,2.82,0,Calm,Calm
4.41,0.23,4.73,4.89,2.46,0,Calm,Calm
4.6,0.22,4.72,5.31,2.34,0.01,Calm,Calm
4.56,0.22,4.7,5.58,2.53,0.01,Calm,Calm
4.47,0.22,4.86,5.63,3.87,0.01,Calm,Calm
4.3,0.23,4.32,5.44,2.68,0.01,Sad,Agressive
4.3,0.23,4.31,5.4,2.69,0.01,Sad,Agressive
4.31,0.23,4.23,5.4,2.67,0.01,Sad,Agressive
4.3,0.23,4.2,5.37,2.66,0.01,Sad,Agressive
4.25,0.24,4.18,5.35,2.42,0.01,Sad,Agressive
4.23,0.24,3.61,5.3,2.28,0,Sad,Agressive
4.04,0.25,3.38,5.08,1.99,0,Sad,Agressive
3.81,0.26,2.81,4.57,1.36,-0.01,Sad,Agressive
3.33,0.3,2.45,3.81,1.37,-0.01,Sad,Agressive
2.31,0.43,2.46,3.05,1.28,-0.05,Sad,Agressive
1.81,0.55,2.45,3.08,1.27,-0.33,Sad,Agressive
1.87,0.54,2.42,3.66,1.6,-0.34,Sad,Agressive
